País,Área geográfica,Quintil,Años,id_fuente,ids_notas,iso3,valor
Brasil,Urbana,Quintil 2,2013,26,8608,BRA,3.5
Brasil,Urbana,Quintil 3,2013,26,8608,BRA,2.8
Brasil,Urbana,Quintil 4,2013,26,8608,BRA,2.7
Brasil,Urbana,Quintil 5,2013,26,8608,BRA,2.4
Brasil,Urbana,Total quintiles,2013,26,8608,BRA,3
Brasil,Nacional,Quintil 1,2014,26,8608,BRA,3.9
Brasil,Nacional,Quintil 2,2014,26,8608,BRA,3.5
Brasil,Nacional,Quintil 3,2014,26,8608,BRA,2.6
Brasil,Nacional,Quintil 4,2014,26,8608,BRA,2.7
Brasil,Nacional,Quintil 5,2014,26,8608,BRA,2.4
Brasil,Nacional,Total quintiles,2014,26,8608,BRA,3
Brasil,Rural,Quintil 1,2014,26,8608,BRA,4.3
Brasil,Rural,Quintil 2,2014,26,8608,BRA,3.8
Brasil,Rural,Quintil 3,2014,26,8608,BRA,3.4
Brasil,Rural,Quintil 4,2014,26,8608,BRA,2.4
Brasil,Rural,Quintil 5,2014,26,8608,BRA,2.3
Brasil,Rural,Total quintiles,2014,26,8608,BRA,3.2
Brasil,Urbana,Quintil 1,2014,26,8608,BRA,3.8
Brasil,Urbana,Quintil 2,2014,26,8608,BRA,3.5
Brasil,Urbana,Quintil 3,2014,26,8608,BRA,2.7
Brasil,Urbana,Quintil 4,2014,26,8608,BRA,2.7
Brasil,Urbana,Quintil 5,2014,26,8608,BRA,2.4
Brasil,Urbana,Total quintiles,2014,26,8608,BRA,3
Brasil,Nacional,Quintil 1,2015,26,8608,BRA,3.9
Brasil,Nacional,Quintil 2,2015,26,8608,BRA,3.4
Brasil,Nacional,Quintil 3,2015,26,8608,BRA,2.6
Brasil,Nacional,Quintil 4,2015,26,8608,BRA,2.7
Brasil,Nacional,Quintil 5,2015,26,8608,BRA,2.3
Brasil,Nacional,Total quintiles,2015,26,8608,BRA,3
Brasil,Rural,Quintil 1,2015,26,8608,BRA,4.2
Brasil,Rural,Quintil 2,2015,26,8608,BRA,3.9
Brasil,Rural,Quintil 3,2015,26,8608,BRA,3.3
Brasil,Rural,Quintil 4,2015,26,8608,BRA,2.3
Brasil,Rural,Quintil 5,2015,26,8608,BRA,2.3
Brasil,Rural,Total quintiles,2015,26,8608,BRA,3.2
Brasil,Urbana,Quintil 1,2015,26,8608,BRA,3.7
Brasil,Urbana,Quintil 2,2015,26,8608,BRA,3.4
Brasil,Urbana,Quintil 3,2015,26,8608,BRA,2.7
Brasil,Urbana,Quintil 4,2015,26,8608,BRA,2.6
Brasil,Urbana,Quintil 5,2015,26,8608,BRA,2.4
Brasil,Urbana,Total quintiles,2015,26,8608,BRA,3
Brasil,Nacional,Quintil 1,2016,26,8609,BRA,3.8
Brasil,Nacional,Quintil 2,2016,26,8609,BRA,3.4
Brasil,Nacional,Quintil 3,2016,26,8609,BRA,2.6
Brasil,Nacional,Quintil 4,2016,26,8609,BRA,2.7
Brasil,Nacional,Quintil 5,2016,26,8609,BRA,2.3
Brasil,Nacional,Total quintiles,2016,26,8609,BRA,3
Brasil,Rural,Quintil 1,2016,26,8609,BRA,4
Brasil,Rural,Quintil 2,2016,26,8609,BRA,3.9
Brasil,Rural,Quintil 3,2016,26,8609,BRA,3.2
Brasil,Rural,Quintil 4,2016,26,8609,BRA,2.3
Brasil,Rural,Quintil 5,2016,26,8609,BRA,2.3
Brasil,Rural,Total quintiles,2016,26,8609,BRA,3.2
Brasil,Urbana,Quintil 1,2016,26,8609,BRA,3.8
Brasil,Urbana,Quintil 2,2016,26,8609,BRA,3.4
Brasil,Urbana,Quintil 3,2016,26,8609,BRA,2.5
Brasil,Urbana,Quintil 4,2016,26,8609,BRA,2.6
Brasil,Urbana,Quintil 5,2016,26,8609,BRA,2.4
Brasil,Urbana,Total quintiles,2016,26,8609,BRA,2.9
Brasil,Nacional,Quintil 1,2017,26,8609,BRA,3.8
Brasil,Nacional,Quintil 2,2017,26,8609,BRA,3.3
Brasil,Nacional,Quintil 3,2017,26,8609,BRA,2.6
Brasil,Nacional,Quintil 4,2017,26,8609,BRA,2.7
Brasil,Nacional,Quintil 5,2017,26,8609,BRA,2.3
Brasil,Nacional,Total quintiles,2017,26,8609,BRA,3
Brasil,Rural,Quintil 1,2017,26,8609,BRA,3.9
Brasil,Rural,Quintil 2,2017,26,8609,BRA,3.9
Brasil,Rural,Quintil 3,2017,26,8609,BRA,3.2
Brasil,Rural,Quintil 4,2017,26,8609,BRA,2.4
Brasil,Rural,Quintil 5,2017,26,8609,BRA,2.3
Brasil,Rural,Total quintiles,2017,26,8609,BRA,3.1
Brasil,Urbana,Quintil 1,2017,26,8609,BRA,3.7
Brasil,Urbana,Quintil 2,2017,26,8609,BRA,3.4
Brasil,Urbana,Quintil 3,2017,26,8609,BRA,2.6
Brasil,Urbana,Quintil 4,2017,26,8609,BRA,2.6
Brasil,Urbana,Quintil 5,2017,26,8609,BRA,2.4
Brasil,Urbana,Total quintiles,2017,26,8609,BRA,2.9
Brasil,Nacional,Quintil 1,2018,26,8609,BRA,3.7
Brasil,Nacional,Quintil 2,2018,26,8609,BRA,3.3
Brasil,Nacional,Quintil 3,2018,26,8609,BRA,2.6
Brasil,Nacional,Quintil 4,2018,26,8609,BRA,2.6
Brasil,Nacional,Quintil 5,2018,26,8609,BRA,2.3
Brasil,Nacional,Total quintiles,2018,26,8609,BRA,2.9
Brasil,Rural,Quintil 1,2018,26,8609,BRA,3.9
Brasil,Rural,Quintil 2,2018,26,8609,BRA,3.9
Brasil,Rural,Quintil 3,2018,26,8609,BRA,3.2
Brasil,Rural,Quintil 4,2018,26,8609,BRA,2.3
Brasil,Rural,Quintil 5,2018,26,8609,BRA,2.3
Brasil,Rural,Total quintiles,2018,26,8609,BRA,3.1
Brasil,Urbana,Quintil 1,2018,26,8609,BRA,3.7
Brasil,Urbana,Quintil 2,2018,26,8609,BRA,3.3
Brasil,Urbana,Quintil 3,2018,26,8609,BRA,2.5
Brasil,Urbana,Quintil 4,2018,26,8609,BRA,2.6
Brasil,Urbana,Quintil 5,2018,26,8609,BRA,2.4
Brasil,Urbana,Total quintiles,2018,26,8609,BRA,2.9
Brasil,Nacional,Quintil 1,2019,26,8609,BRA,3.7
Brasil,Nacional,Quintil 2,2019,26,8609,BRA,3.3
Brasil,Nacional,Quintil 3,2019,26,8609,BRA,2.5
Brasil,Nacional,Quintil 4,2019,26,8609,BRA,2.6
Brasil,Nacional,Quintil 5,2019,26,8609,BRA,2.3
Brasil,Nacional,Total quintiles,2019,26,8609,BRA,2.9
Brasil,Rural,Quintil 1,2019,26,8609,BRA,3.8
Brasil,Rural,Quintil 2,2019,26,8609,BRA,3.8
Brasil,Rural,Quintil 3,2019,26,8609,BRA,3.2
Brasil,Rural,Quintil 4,2019,26,8609,BRA,2.3
Brasil,Rural,Quintil 5,2019,26,8609,BRA,2.3
Brasil,Rural,Total quintiles,2019,26,8609,BRA,3.1
Brasil,Urbana,Quintil 1,2019,26,8609,BRA,3.6
Brasil,Urbana,Quintil 2,2019,26,8609,BRA,3.3
Brasil,Urbana,Quintil 3,2019,26,8609,BRA,2.5
Brasil,Urbana,Quintil 4,2019,26,8609,BRA,2.6
Brasil,Urbana,Quintil 5,2019,26,8609,BRA,2.3
Brasil,Urbana,Total quintiles,2019,26,8609,BRA,2.9
Chile,Nacional,Quintil 1,2000,26,,CHL,4.7
Chile,Nacional,Quintil 2,2000,26,,CHL,4.3
Chile,Nacional,Quintil 3,2000,26,,CHL,3.9
Chile,Nacional,Quintil 4,2000,26,,CHL,3.4
Chile,Nacional,Quintil 5,2000,26,,CHL,2.9
Chile,Nacional,Total quintiles,2000,26,,CHL,3.9
Chile,Rural,Quintil 1,2000,26,,CHL,4.9
Chile,Rural,Quintil 2,2000,26,,CHL,4.4
Chile,Rural,Quintil 3,2000,26,,CHL,4.1
Chile,Rural,Quintil 4,2000,26,,CHL,3.5
Chile,Rural,Quintil 5,2000,26,,CHL,2.7
Chile,Rural,Total quintiles,2000,26,,CHL,3.9
Chile,Urbana,Quintil 1,2000,26,,CHL,4.8
Chile,Urbana,Quintil 2,2000,26,,CHL,4.3
Chile,Urbana,Quintil 3,2000,26,,CHL,3.9
Chile,Urbana,Quintil 4,2000,26,,CHL,3.4
Chile,Urbana,Quintil 5,2000,26,,CHL,2.9
Chile,Urbana,Total quintiles,2000,26,,CHL,3.8
Chile,Nacional,Quintil 1,2003,26,,CHL,4.6
Chile,Nacional,Quintil 2,2003,26,,CHL,4.2
Chile,Nacional,Quintil 3,2003,26,,CHL,3.8
Chile,Nacional,Quintil 4,2003,26,,CHL,3.3
Chile,Nacional,Quintil 5,2003,26,,CHL,2.9
Chile,Nacional,Total quintiles,2003,26,,CHL,3.8
Chile,Rural,Quintil 1,2003,26,,CHL,4.7
Chile,Rural,Quintil 2,2003,26,,CHL,4.3
Chile,Rural,Quintil 3,2003,26,,CHL,3.9
Chile,Rural,Quintil 4,2003,26,,CHL,3.4
Chile,Rural,Quintil 5,2003,26,,CHL,2.8
Chile,Rural,Total quintiles,2003,26,,CHL,3.8
Chile,Urbana,Quintil 1,2003,26,,CHL,4.6
Chile,Urbana,Quintil 2,2003,26,,CHL,4.2
Chile,Urbana,Quintil 3,2003,26,,CHL,3.8
Chile,Urbana,Quintil 4,2003,26,,CHL,3.3
Chile,Urbana,Quintil 5,2003,26,,CHL,2.8
Chile,Urbana,Total quintiles,2003,26,,CHL,3.8
Chile,Nacional,Quintil 1,2006,26,,CHL,4.5
Chile,Nacional,Quintil 2,2006,26,,CHL,4.1
Chile,Nacional,Quintil 3,2006,26,,CHL,3.7
Chile,Nacional,Quintil 4,2006,26,,CHL,3.3
Chile,Nacional,Quintil 5,2006,26,,CHL,2.9
Chile,Nacional,Total quintiles,2006,26,,CHL,3.7
Chile,Rural,Quintil 1,2006,26,,CHL,4.5
Chile,Rural,Quintil 2,2006,26,,CHL,4.1
Chile,Rural,Quintil 3,2006,26,,CHL,3.6
Chile,Rural,Quintil 4,2006,26,,CHL,3.2
Chile,Rural,Quintil 5,2006,26,,CHL,2.7
Chile,Rural,Total quintiles,2006,26,,CHL,3.6
Chile,Urbana,Quintil 1,2006,26,,CHL,4.6
Chile,Urbana,Quintil 2,2006,26,,CHL,4.1
Chile,Urbana,Quintil 3,2006,26,,CHL,3.7
Chile,Urbana,Quintil 4,2006,26,,CHL,3.3
Chile,Urbana,Quintil 5,2006,26,,CHL,2.9
Chile,Urbana,Total quintiles,2006,26,,CHL,3.7
Chile,Nacional,Quintil 1,2009,26,,CHL,4.3
Chile,Nacional,Quintil 2,2009,26,,CHL,4
Chile,Nacional,Quintil 3,2009,26,,CHL,3.5
Chile,Nacional,Quintil 4,2009,26,,CHL,3.2
Chile,Nacional,Quintil 5,2009,26,,CHL,2.8
Chile,Nacional,Total quintiles,2009,26,,CHL,3.5
Chile,Rural,Quintil 1,2009,26,,CHL,4.3
Chile,Rural,Quintil 2,2009,26,,CHL,3.9
Chile,Rural,Quintil 3,2009,26,,CHL,3.4
Chile,Rural,Quintil 4,2009,26,,CHL,3
Chile,Rural,Quintil 5,2009,26,,CHL,2.7
Chile,Rural,Total quintiles,2009,26,,CHL,3.5
Chile,Urbana,Quintil 1,2009,26,,CHL,4.4
Chile,Urbana,Quintil 2,2009,26,,CHL,4
Chile,Urbana,Quintil 3,2009,26,,CHL,3.5
Chile,Urbana,Quintil 4,2009,26,,CHL,3.1
Chile,Urbana,Quintil 5,2009,26,,CHL,2.8
Chile,Urbana,Total quintiles,2009,26,,CHL,3.6
Chile,Nacional,Quintil 1,2011,26,,CHL,4.2
Chile,Nacional,Quintil 2,2011,26,,CHL,3.9
Chile,Nacional,Quintil 3,2011,26,,CHL,3.3
Chile,Nacional,Quintil 4,2011,26,,CHL,3
Chile,Nacional,Quintil 5,2011,26,,CHL,2.6
Chile,Nacional,Total quintiles,2011,26,,CHL,3.4
Chile,Rural,Quintil 1,2011,26,,CHL,4.1
Chile,Rural,Quintil 2,2011,26,,CHL,3.9
Chile,Rural,Quintil 3,2011,26,,CHL,3.4
Chile,Rural,Quintil 4,2011,26,,CHL,2.9
Chile,Rural,Quintil 5,2011,26,,CHL,2.6
Chile,Rural,Total quintiles,2011,26,,CHL,3.4
Chile,Urbana,Quintil 1,2011,26,,CHL,4.2
Chile,Urbana,Quintil 2,2011,26,,CHL,3.9
Chile,Urbana,Quintil 3,2011,26,,CHL,3.3
Chile,Urbana,Quintil 4,2011,26,,CHL,3
Chile,Urbana,Quintil 5,2011,26,,CHL,2.6
Chile,Urbana,Total quintiles,2011,26,,CHL,3.4
Chile,Nacional,Quintil 1,2013,26,,CHL,4.1
Chile,Nacional,Quintil 2,2013,26,,CHL,3.6
Chile,Nacional,Quintil 3,2013,26,,CHL,3.3
Chile,Nacional,Quintil 4,2013,26,,CHL,2.9
Chile,Nacional,Quintil 5,2013,26,,CHL,2.5
Chile,Nacional,Total quintiles,2013,26,,CHL,3.3
Chile,Rural,Quintil 1,2013,26,,CHL,4.1
Chile,Rural,Quintil 2,2013,26,,CHL,3.6
Chile,Rural,Quintil 3,2013,26,,CHL,3.3
Chile,Rural,Quintil 4,2013,26,,CHL,2.8
Chile,Rural,Quintil 5,2013,26,,CHL,2.5
Chile,Rural,Total quintiles,2013,26,,CHL,3.2
Chile,Urbana,Quintil 1,2013,26,,CHL,4.1
Chile,Urbana,Quintil 2,2013,26,,CHL,3.6
Chile,Urbana,Quintil 3,2013,26,,CHL,3.2
Chile,Urbana,Quintil 4,2013,26,,CHL,2.9
Chile,Urbana,Quintil 5,2013,26,,CHL,2.5
Chile,Urbana,Total quintiles,2013,26,,CHL,3.3
Chile,Nacional,Quintil 1,2015,26,,CHL,4
Chile,Nacional,Quintil 2,2015,26,,CHL,3.5
Chile,Nacional,Quintil 3,2015,26,,CHL,3.2
Chile,Nacional,Quintil 4,2015,26,,CHL,2.8
Chile,Nacional,Quintil 5,2015,26,,CHL,2.5
Chile,Nacional,Total quintiles,2015,26,,CHL,3.2
Chile,Rural,Quintil 1,2015,26,,CHL,4
Chile,Rural,Quintil 2,2015,26,,CHL,3.4
Chile,Rural,Quintil 3,2015,26,,CHL,3.1
Chile,Rural,Quintil 4,2015,26,,CHL,2.8
Chile,Rural,Quintil 5,2015,26,,CHL,2.4
Chile,Rural,Total quintiles,2015,26,,CHL,3.1
Chile,Urbana,Quintil 1,2015,26,,CHL,4.1
Chile,Urbana,Quintil 2,2015,26,,CHL,3.6
Chile,Urbana,Quintil 3,2015,26,,CHL,3.2
Chile,Urbana,Quintil 4,2015,26,,CHL,2.9
Chile,Urbana,Quintil 5,2015,26,,CHL,2.5
Chile,Urbana,Total quintiles,2015,26,,CHL,3.2
Chile,Nacional,Quintil 1,2017,26,,CHL,3.9
Chile,Nacional,Quintil 2,2017,26,,CHL,3.4
Chile,Nacional,Quintil 3,2017,26,,CHL,3
Chile,Nacional,Quintil 4,2017,26,,CHL,2.7
Chile,Nacional,Quintil 5,2017,26,,CHL,2.4
Chile,Nacional,Total quintiles,2017,26,,CHL,3.1
Chile,Rural,Quintil 1,2017,26,,CHL,3.9
Chile,Rural,Quintil 2,2017,26,,CHL,3.4
Chile,Rural,Quintil 3,2017,26,,CHL,2.9
Chile,Rural,Quintil 4,2017,26,,CHL,2.7
Chile,Rural,Quintil 5,2017,26,,CHL,2.4
Chile,Rural,Total quintiles,2017,26,,CHL,3.1
Chile,Urbana,Quintil 1,2017,26,,CHL,3.9
Chile,Urbana,Quintil 2,2017,26,,CHL,3.4
Chile,Urbana,Quintil 3,2017,26,,CHL,3
Chile,Urbana,Quintil 4,2017,26,,CHL,2.7
Chile,Urbana,Quintil 5,2017,26,,CHL,2.3
Chile,Urbana,Total quintiles,2017,26,,CHL,3.1
Colombia,Nacional,Quintil 1,2002,26,8610,COL,4.9
Colombia,Nacional,Quintil 2,2002,26,8610,COL,4.6
Colombia,Nacional,Quintil 3,2002,26,8610,COL,4.2
Colombia,Nacional,Quintil 4,2002,26,8610,COL,3.7
Colombia,Nacional,Quintil 5,2002,26,8610,COL,2.9
Colombia,Nacional,Total quintiles,2002,26,8610,COL,4.1
Colombia,Rural,Quintil 1,2002,26,8610,COL,5
Colombia,Rural,Quintil 2,2002,26,8610,COL,5.1
Colombia,Rural,Quintil 3,2002,26,8610,COL,4.6
Colombia,Rural,Quintil 4,2002,26,8610,COL,4
Colombia,Rural,Quintil 5,2002,26,8610,COL,3.1
Colombia,Rural,Total quintiles,2002,26,8610,COL,4.4
Colombia,Urbana,Quintil 1,2002,26,8610,COL,4.8
Colombia,Urbana,Quintil 2,2002,26,8610,COL,4.5
Colombia,Urbana,Quintil 3,2002,26,8610,COL,4.1
Colombia,Urbana,Quintil 4,2002,26,8610,COL,3.6
Colombia,Urbana,Quintil 5,2002,26,8610,COL,2.9
Colombia,Urbana,Total quintiles,2002,26,8610,COL,4
Colombia,Nacional,Quintil 1,2003,26,8610,COL,4.9
Colombia,Nacional,Quintil 2,2003,26,8610,COL,4.7
Colombia,Nacional,Quintil 3,2003,26,8610,COL,4.2
Colombia,Nacional,Quintil 4,2003,26,8610,COL,3.6
Colombia,Nacional,Quintil 5,2003,26,8610,COL,2.9
Colombia,Nacional,Total quintiles,2003,26,8610,COL,4.1
Colombia,Rural,Quintil 1,2003,26,8610,COL,5
Colombia,Rural,Quintil 2,2003,26,8610,COL,5
Colombia,Rural,Quintil 3,2003,26,8610,COL,4.5
Colombia,Rural,Quintil 4,2003,26,8610,COL,4
Colombia,Rural,Quintil 5,2003,26,8610,COL,2.9
Colombia,Rural,Total quintiles,2003,26,8610,COL,4.3
Colombia,Urbana,Quintil 1,2003,26,8610,COL,4.8
Colombia,Urbana,Quintil 2,2003,26,8610,COL,4.6
Colombia,Urbana,Quintil 3,2003,26,8610,COL,4.1
Colombia,Urbana,Quintil 4,2003,26,8610,COL,3.5
Colombia,Urbana,Quintil 5,2003,26,8610,COL,2.9
Colombia,Urbana,Total quintiles,2003,26,8610,COL,4
Colombia,Nacional,Quintil 1,2004,26,8610,COL,4.9
Colombia,Nacional,Quintil 2,2004,26,8610,COL,4.6
Colombia,Nacional,Quintil 3,2004,26,8610,COL,4.1
Colombia,Nacional,Quintil 4,2004,26,8610,COL,3.6
Colombia,Nacional,Quintil 5,2004,26,8610,COL,2.9
Colombia,Nacional,Total quintiles,2004,26,8610,COL,4
Colombia,Rural,Quintil 1,2004,26,8610,COL,5.1
Colombia,Rural,Quintil 2,2004,26,8610,COL,5
Colombia,Rural,Quintil 3,2004,26,8610,COL,4.6
Colombia,Rural,Quintil 4,2004,26,8610,COL,4
Colombia,Rural,Quintil 5,2004,26,8610,COL,3
Colombia,Rural,Total quintiles,2004,26,8610,COL,4.3
Colombia,Urbana,Quintil 1,2004,26,8610,COL,4.8
Colombia,Urbana,Quintil 2,2004,26,8610,COL,4.5
Colombia,Urbana,Quintil 3,2004,26,8610,COL,4
Colombia,Urbana,Quintil 4,2004,26,8610,COL,3.5
Colombia,Urbana,Quintil 5,2004,26,8610,COL,2.8
Colombia,Urbana,Total quintiles,2004,26,8610,COL,3.9
Colombia,Nacional,Quintil 1,2005,26,8610,COL,4.9
Colombia,Nacional,Quintil 2,2005,26,8610,COL,4.6
Colombia,Nacional,Quintil 3,2005,26,8610,COL,4
Colombia,Nacional,Quintil 4,2005,26,8610,COL,3.5
Colombia,Nacional,Quintil 5,2005,26,8610,COL,2.8
Colombia,Nacional,Total quintiles,2005,26,8610,COL,4
Colombia,Rural,Quintil 1,2005,26,8610,COL,5.1
Colombia,Rural,Quintil 2,2005,26,8610,COL,4.9
Colombia,Rural,Quintil 3,2005,26,8610,COL,4.5
Colombia,Rural,Quintil 4,2005,26,8610,COL,4
Colombia,Rural,Quintil 5,2005,26,8610,COL,2.9
Colombia,Rural,Total quintiles,2005,26,8610,COL,4.3
Colombia,Urbana,Quintil 1,2005,26,8610,COL,4.9
Colombia,Urbana,Quintil 2,2005,26,8610,COL,4.4
Colombia,Urbana,Quintil 3,2005,26,8610,COL,4
Colombia,Urbana,Quintil 4,2005,26,8610,COL,3.4
Colombia,Urbana,Quintil 5,2005,26,8610,COL,2.7
Colombia,Urbana,Total quintiles,2005,26,8610,COL,3.9
Colombia,Nacional,Quintil 1,2008,26,8611,COL,4.5
Colombia,Nacional,Quintil 2,2008,26,8611,COL,4.3
Colombia,Nacional,Quintil 3,2008,26,8611,COL,3.8
Colombia,Nacional,Quintil 4,2008,26,8611,COL,3.3
Colombia,Nacional,Quintil 5,2008,26,8611,COL,2.7
Colombia,Nacional,Total quintiles,2008,26,8611,COL,3.7
Colombia,Rural,Quintil 1,2008,26,8611,COL,4.6
Colombia,Rural,Quintil 2,2008,26,8611,COL,4.6
Colombia,Rural,Quintil 3,2008,26,8611,COL,4.1
Colombia,Rural,Quintil 4,2008,26,8611,COL,3.5
Colombia,Rural,Quintil 5,2008,26,8611,COL,2.7
Colombia,Rural,Total quintiles,2008,26,8611,COL,3.9
Colombia,Urbana,Quintil 1,2008,26,8611,COL,4.5
Colombia,Urbana,Quintil 2,2008,26,8611,COL,4.1
Colombia,Urbana,Quintil 3,2008,26,8611,COL,3.7
Colombia,Urbana,Quintil 4,2008,26,8611,COL,3.2
Colombia,Urbana,Quintil 5,2008,26,8611,COL,2.6
Colombia,Urbana,Total quintiles,2008,26,8611,COL,3.6
Colombia,Nacional,Quintil 1,2009,26,8611,COL,4.5
Colombia,Nacional,Quintil 2,2009,26,8611,COL,4.1
Colombia,Nacional,Quintil 3,2009,26,8611,COL,3.7
Colombia,Nacional,Quintil 4,2009,26,8611,COL,3.2
Colombia,Nacional,Quintil 5,2009,26,8611,COL,2.6
Colombia,Nacional,Total quintiles,2009,26,8611,COL,3.6
Colombia,Rural,Quintil 1,2009,26,8611,COL,4.7
Colombia,Rural,Quintil 2,2009,26,8611,COL,4.6
Colombia,Rural,Quintil 3,2009,26,8611,COL,3.9
Colombia,Rural,Quintil 4,2009,26,8611,COL,3.5
Colombia,Rural,Quintil 5,2009,26,8611,COL,2.5
Colombia,Rural,Total quintiles,2009,26,8611,COL,3.9
Colombia,Urbana,Quintil 1,2009,26,8611,COL,4.3
Colombia,Urbana,Quintil 2,2009,26,8611,COL,4.1
Colombia,Urbana,Quintil 3,2009,26,8611,COL,3.6
Colombia,Urbana,Quintil 4,2009,26,8611,COL,3.1
Colombia,Urbana,Quintil 5,2009,26,8611,COL,2.6
Colombia,Urbana,Total quintiles,2009,26,8611,COL,3.6
Colombia,Nacional,Quintil 1,2010,26,8611,COL,4.5
Colombia,Nacional,Quintil 2,2010,26,8611,COL,4.1
Colombia,Nacional,Quintil 3,2010,26,8611,COL,3.7
Colombia,Nacional,Quintil 4,2010,26,8611,COL,3.1
Colombia,Nacional,Quintil 5,2010,26,8611,COL,2.6
Colombia,Nacional,Total quintiles,2010,26,8611,COL,3.6
Colombia,Rural,Quintil 1,2010,26,8611,COL,4.7
Colombia,Rural,Quintil 2,2010,26,8611,COL,4.4
Colombia,Rural,Quintil 3,2010,26,8611,COL,4
Colombia,Rural,Quintil 4,2010,26,8611,COL,3.5
Colombia,Rural,Quintil 5,2010,26,8611,COL,2.5
Colombia,Rural,Total quintiles,2010,26,8611,COL,3.8
Colombia,Urbana,Quintil 1,2010,26,8611,COL,4.4
Colombia,Urbana,Quintil 2,2010,26,8611,COL,4
Colombia,Urbana,Quintil 3,2010,26,8611,COL,3.6
Colombia,Urbana,Quintil 4,2010,26,8611,COL,3
Colombia,Urbana,Quintil 5,2010,26,8611,COL,2.6
Colombia,Urbana,Total quintiles,2010,26,8611,COL,3.5
Colombia,Nacional,Quintil 1,2011,26,8611,COL,4.4
Colombia,Nacional,Quintil 2,2011,26,8611,COL,4
Colombia,Nacional,Quintil 3,2011,26,8611,COL,3.6
Colombia,Nacional,Quintil 4,2011,26,8611,COL,3.2
Colombia,Nacional,Quintil 5,2011,26,8611,COL,2.6
Colombia,Nacional,Total quintiles,2011,26,8611,COL,3.6
Colombia,Rural,Quintil 1,2011,26,8611,COL,4.6
Colombia,Rural,Quintil 2,2011,26,8611,COL,4.4
Colombia,Rural,Quintil 3,2011,26,8611,COL,3.9
Colombia,Rural,Quintil 4,2011,26,8611,COL,3.4
Colombia,Rural,Quintil 5,2011,26,8611,COL,2.4
Colombia,Rural,Total quintiles,2011,26,8611,COL,3.7
Colombia,Urbana,Quintil 1,2011,26,8611,COL,4.3
Colombia,Urbana,Quintil 2,2011,26,8611,COL,4
Colombia,Urbana,Quintil 3,2011,26,8611,COL,3.6
Colombia,Urbana,Quintil 4,2011,26,8611,COL,3.1
Colombia,Urbana,Quintil 5,2011,26,8611,COL,2.6
Colombia,Urbana,Total quintiles,2011,26,8611,COL,3.5
Colombia,Nacional,Quintil 1,2012,26,8611,COL,4.3
Colombia,Nacional,Quintil 2,2012,26,8611,COL,4
Colombia,Nacional,Quintil 3,2012,26,8611,COL,3.6
Colombia,Nacional,Quintil 4,2012,26,8611,COL,3.1
Colombia,Nacional,Quintil 5,2012,26,8611,COL,2.5
Colombia,Nacional,Total quintiles,2012,26,8611,COL,3.5
Colombia,Rural,Quintil 1,2012,26,8611,COL,4.6
Colombia,Rural,Quintil 2,2012,26,8611,COL,4.3
Colombia,Rural,Quintil 3,2012,26,8611,COL,3.9
Colombia,Rural,Quintil 4,2012,26,8611,COL,3.3
Colombia,Rural,Quintil 5,2012,26,8611,COL,2.5
Colombia,Rural,Total quintiles,2012,26,8611,COL,3.7
Colombia,Urbana,Quintil 1,2012,26,8611,COL,4.2
Colombia,Urbana,Quintil 2,2012,26,8611,COL,3.9
Colombia,Urbana,Quintil 3,2012,26,8611,COL,3.5
Colombia,Urbana,Quintil 4,2012,26,8611,COL,3
Colombia,Urbana,Quintil 5,2012,26,8611,COL,2.5
Colombia,Urbana,Total quintiles,2012,26,8611,COL,3.4
Colombia,Nacional,Quintil 1,2013,26,8611,COL,4.2
Colombia,Nacional,Quintil 2,2013,26,8611,COL,4
Colombia,Nacional,Quintil 3,2013,26,8611,COL,3.5
Colombia,Nacional,Quintil 4,2013,26,8611,COL,3
Colombia,Nacional,Quintil 5,2013,26,8611,COL,2.5
Colombia,Nacional,Total quintiles,2013,26,8611,COL,3.5
Colombia,Rural,Quintil 1,2013,26,8611,COL,4.4
Colombia,Rural,Quintil 2,2013,26,8611,COL,4.3
Colombia,Rural,Quintil 3,2013,26,8611,COL,3.9
Colombia,Rural,Quintil 4,2013,26,8611,COL,3.4
Colombia,Rural,Quintil 5,2013,26,8611,COL,2.4
Colombia,Rural,Total quintiles,2013,26,8611,COL,3.7
Colombia,Urbana,Quintil 1,2013,26,8611,COL,4.2
Colombia,Urbana,Quintil 2,2013,26,8611,COL,3.9
Colombia,Urbana,Quintil 3,2013,26,8611,COL,3.5
Colombia,Urbana,Quintil 4,2013,26,8611,COL,2.9
Colombia,Urbana,Quintil 5,2013,26,8611,COL,2.5
Colombia,Urbana,Total quintiles,2013,26,8611,COL,3.4
Colombia,Nacional,Quintil 1,2014,26,8611,COL,4.2
Colombia,Nacional,Quintil 2,2014,26,8611,COL,3.9
Colombia,Nacional,Quintil 3,2014,26,8611,COL,3.5
Colombia,Nacional,Quintil 4,2014,26,8611,COL,3
Colombia,Nacional,Quintil 5,2014,26,8611,COL,2.4
Colombia,Nacional,Total quintiles,2014,26,8611,COL,3.4
Colombia,Rural,Quintil 1,2014,26,8611,COL,4.4
Colombia,Rural,Quintil 2,2014,26,8611,COL,4.2
Colombia,Rural,Quintil 3,2014,26,8611,COL,3.8
Colombia,Rural,Quintil 4,2014,26,8611,COL,3.2
Colombia,Rural,Quintil 5,2014,26,8611,COL,2.4
Colombia,Rural,Total quintiles,2014,26,8611,COL,3.6
