Sexo,País,Área geográfica,Grupo edad para participación en la PEA,Años,id_fuente,ids_notas,iso3,valor
Hombres,Costa Rica,Urbana,15 a 24 años,2012,26,8613,CRI,54.46
Hombres,Costa Rica,Urbana,25 a 34 años,2012,26,8613,CRI,94.76
Hombres,Costa Rica,Urbana,35 a 44 años,2012,26,8613,CRI,95.44
Hombres,Costa Rica,Urbana,45 a 59 años,2012,26,8613,CRI,90.71
Hombres,Costa Rica,Urbana,60 años y más,2012,26,8613,CRI,39.02
Mujeres,Costa Rica,Urbana,Total (15 años y más),2012,26,8613,CRI,50.26
Mujeres,Costa Rica,Urbana,15 a 24 años,2012,26,8613,CRI,40.42
Mujeres,Costa Rica,Urbana,25 a 34 años,2012,26,8613,CRI,74.11
Mujeres,Costa Rica,Urbana,35 a 44 años,2012,26,8613,CRI,70.44
Mujeres,Costa Rica,Urbana,45 a 59 años,2012,26,8613,CRI,54.86
Mujeres,Costa Rica,Urbana,60 años y más,2012,26,8613,CRI,13.91
Ambos sexos,Costa Rica,Rural,Total (15 años y más),2012,26,8613,CRI,56.32
Ambos sexos,Costa Rica,Rural,15 a 24 años,2012,26,8613,CRI,44.33
Ambos sexos,Costa Rica,Rural,25 a 34 años,2012,26,8613,CRI,71.29
Ambos sexos,Costa Rica,Rural,35 a 44 años,2012,26,8613,CRI,70.6
Ambos sexos,Costa Rica,Rural,45 a 59 años,2012,26,8613,CRI,64.89
Ambos sexos,Costa Rica,Rural,60 años y más,2012,26,8613,CRI,26.27
Hombres,Costa Rica,Rural,Total (15 años y más),2012,26,8613,CRI,76.22
Hombres,Costa Rica,Rural,15 a 24 años,2012,26,8613,CRI,58.87
Hombres,Costa Rica,Rural,25 a 34 años,2012,26,8613,CRI,94.72
Hombres,Costa Rica,Rural,35 a 44 años,2012,26,8613,CRI,95.67
Hombres,Costa Rica,Rural,45 a 59 años,2012,26,8613,CRI,91.44
Hombres,Costa Rica,Rural,60 años y más,2012,26,8613,CRI,40.57
Mujeres,Costa Rica,Rural,Total (15 años y más),2012,26,8613,CRI,35.78
Mujeres,Costa Rica,Rural,15 a 24 años,2012,26,8613,CRI,27.69
Mujeres,Costa Rica,Rural,25 a 34 años,2012,26,8613,CRI,49.17
Mujeres,Costa Rica,Rural,35 a 44 años,2012,26,8613,CRI,47.7
Mujeres,Costa Rica,Rural,45 a 59 años,2012,26,8613,CRI,37.73
Mujeres,Costa Rica,Rural,60 años y más,2012,26,8613,CRI,9.89
Ambos sexos,Costa Rica,Nacional,Total (15 años y más),2013,26,8613,CRI,59.82
Ambos sexos,Costa Rica,Nacional,15 a 24 años,2013,26,8613,CRI,44.52
Ambos sexos,Costa Rica,Nacional,25 a 34 años,2013,26,8613,CRI,79.91
Ambos sexos,Costa Rica,Nacional,35 a 44 años,2013,26,8613,CRI,78.05
Ambos sexos,Costa Rica,Nacional,45 a 59 años,2013,26,8613,CRI,70.87
Ambos sexos,Costa Rica,Nacional,60 años y más,2013,26,8613,CRI,24.09
Hombres,Costa Rica,Nacional,Total (15 años y más),2013,26,8613,CRI,75.69
Hombres,Costa Rica,Nacional,15 a 24 años,2013,26,8613,CRI,54.63
Hombres,Costa Rica,Nacional,25 a 34 años,2013,26,8613,CRI,94.09
Hombres,Costa Rica,Nacional,35 a 44 años,2013,26,8613,CRI,96.08
Hombres,Costa Rica,Nacional,45 a 59 años,2013,26,8613,CRI,90.93
Hombres,Costa Rica,Nacional,60 años y más,2013,26,8613,CRI,40.74
Mujeres,Costa Rica,Nacional,Total (15 años y más),2013,26,8613,CRI,45.24
Mujeres,Costa Rica,Nacional,15 a 24 años,2013,26,8613,CRI,34.22
Mujeres,Costa Rica,Nacional,25 a 34 años,2013,26,8613,CRI,66.26
Mujeres,Costa Rica,Nacional,35 a 44 años,2013,26,8613,CRI,61.87
Mujeres,Costa Rica,Nacional,45 a 59 años,2013,26,8613,CRI,52.77
Mujeres,Costa Rica,Nacional,60 años y más,2013,26,8613,CRI,11.06
Ambos sexos,Costa Rica,Urbana,Total (15 años y más),2013,26,8613,CRI,61.61
Ambos sexos,Costa Rica,Urbana,15 a 24 años,2013,26,8613,CRI,45.38
Ambos sexos,Costa Rica,Urbana,25 a 34 años,2013,26,8613,CRI,83.96
Ambos sexos,Costa Rica,Urbana,35 a 44 años,2013,26,8613,CRI,82.27
Ambos sexos,Costa Rica,Urbana,45 a 59 años,2013,26,8613,CRI,73.35
Ambos sexos,Costa Rica,Urbana,60 años y más,2013,26,8613,CRI,23.15
Hombres,Costa Rica,Urbana,Total (15 años y más),2013,26,8613,CRI,75.46
Hombres,Costa Rica,Urbana,15 a 24 años,2013,26,8613,CRI,52.11
Hombres,Costa Rica,Urbana,25 a 34 años,2013,26,8613,CRI,93.52
Hombres,Costa Rica,Urbana,35 a 44 años,2013,26,8613,CRI,96.71
Hombres,Costa Rica,Urbana,45 a 59 años,2013,26,8613,CRI,90.91
Hombres,Costa Rica,Urbana,60 años y más,2013,26,8613,CRI,40.74
Mujeres,Costa Rica,Urbana,Total (15 años y más),2013,26,8613,CRI,49.59
Mujeres,Costa Rica,Urbana,15 a 24 años,2013,26,8613,CRI,38.88
Mujeres,Costa Rica,Urbana,25 a 34 años,2013,26,8613,CRI,74.53
Mujeres,Costa Rica,Urbana,35 a 44 años,2013,26,8613,CRI,69.48
Mujeres,Costa Rica,Urbana,45 a 59 años,2013,26,8613,CRI,58.5
Mujeres,Costa Rica,Urbana,60 años y más,2013,26,8613,CRI,11.34
Ambos sexos,Costa Rica,Rural,Total (15 años y más),2013,26,8613,CRI,56.69
Ambos sexos,Costa Rica,Rural,15 a 24 años,2013,26,8613,CRI,43.25
Ambos sexos,Costa Rica,Rural,25 a 34 años,2013,26,8613,CRI,72.61
Ambos sexos,Costa Rica,Rural,35 a 44 años,2013,26,8613,CRI,71.7
Ambos sexos,Costa Rica,Rural,45 a 59 años,2013,26,8613,CRI,66.18
Ambos sexos,Costa Rica,Rural,60 años y más,2013,26,8613,CRI,26.13
Hombres,Costa Rica,Rural,Total (15 años y más),2013,26,8613,CRI,76.06
Hombres,Costa Rica,Rural,15 a 24 años,2013,26,8613,CRI,58.16
Hombres,Costa Rica,Rural,25 a 34 años,2013,26,8613,CRI,95.14
Hombres,Costa Rica,Rural,35 a 44 años,2013,26,8613,CRI,95.14
Hombres,Costa Rica,Rural,45 a 59 años,2013,26,8613,CRI,90.97
Hombres,Costa Rica,Rural,60 años y más,2013,26,8613,CRI,40.74
Mujeres,Costa Rica,Rural,Total (15 años y más),2013,26,8613,CRI,37.1
Mujeres,Costa Rica,Rural,15 a 24 años,2013,26,8613,CRI,26.73
Mujeres,Costa Rica,Rural,25 a 34 años,2013,26,8613,CRI,51.85
Mujeres,Costa Rica,Rural,35 a 44 años,2013,26,8613,CRI,50.22
Mujeres,Costa Rica,Rural,45 a 59 años,2013,26,8613,CRI,40.89
Mujeres,Costa Rica,Rural,60 años y más,2013,26,8613,CRI,10.29
Ambos sexos,Costa Rica,Nacional,Total (15 años y más),2014,26,8613,CRI,59.51
Ambos sexos,Costa Rica,Nacional,15 a 24 años,2014,26,8613,CRI,41.88
Ambos sexos,Costa Rica,Nacional,25 a 34 años,2014,26,8613,CRI,80.24
Ambos sexos,Costa Rica,Nacional,35 a 44 años,2014,26,8613,CRI,78.81
Ambos sexos,Costa Rica,Nacional,45 a 59 años,2014,26,8613,CRI,70.46
Ambos sexos,Costa Rica,Nacional,60 años y más,2014,26,8613,CRI,24.84
Hombres,Costa Rica,Nacional,Total (15 años y más),2014,26,8613,CRI,74.99
Hombres,Costa Rica,Nacional,15 a 24 años,2014,26,8613,CRI,50.64
Hombres,Costa Rica,Nacional,25 a 34 años,2014,26,8613,CRI,94.2
Hombres,Costa Rica,Nacional,35 a 44 años,2014,26,8613,CRI,96.39
Hombres,Costa Rica,Nacional,45 a 59 años,2014,26,8613,CRI,92.23
Hombres,Costa Rica,Nacional,60 años y más,2014,26,8613,CRI,40.5
Mujeres,Costa Rica,Nacional,Total (15 años y más),2014,26,8613,CRI,45.21
Mujeres,Costa Rica,Nacional,15 a 24 años,2014,26,8613,CRI,32.56
Mujeres,Costa Rica,Nacional,25 a 34 años,2014,26,8613,CRI,66.69
Mujeres,Costa Rica,Nacional,35 a 44 años,2014,26,8613,CRI,62.8
Mujeres,Costa Rica,Nacional,45 a 59 años,2014,26,8613,CRI,51.46
Mujeres,Costa Rica,Nacional,60 años y más,2014,26,8613,CRI,12.5
Ambos sexos,Costa Rica,Urbana,Total (15 años y más),2014,26,8613,CRI,60.87
Ambos sexos,Costa Rica,Urbana,15 a 24 años,2014,26,8613,CRI,41.95
Ambos sexos,Costa Rica,Urbana,25 a 34 años,2014,26,8613,CRI,83.15
Ambos sexos,Costa Rica,Urbana,35 a 44 años,2014,26,8613,CRI,81.98
Ambos sexos,Costa Rica,Urbana,45 a 59 años,2014,26,8613,CRI,72.1
Ambos sexos,Costa Rica,Urbana,60 años y más,2014,26,8613,CRI,24.27
Hombres,Costa Rica,Urbana,Total (15 años y más),2014,26,8613,CRI,75.05
Hombres,Costa Rica,Urbana,15 a 24 años,2014,26,8613,CRI,49.17
Hombres,Costa Rica,Urbana,25 a 34 años,2014,26,8613,CRI,94.1
Hombres,Costa Rica,Urbana,35 a 44 años,2014,26,8613,CRI,97.09
Hombres,Costa Rica,Urbana,45 a 59 años,2014,26,8613,CRI,92.6
Hombres,Costa Rica,Urbana,60 años y más,2014,26,8613,CRI,39.65
Mujeres,Costa Rica,Urbana,Total (15 años y más),2014,26,8613,CRI,48.26
Mujeres,Costa Rica,Urbana,15 a 24 años,2014,26,8613,CRI,34.51
Mujeres,Costa Rica,Urbana,25 a 34 años,2014,26,8613,CRI,72.44
Mujeres,Costa Rica,Urbana,35 a 44 años,2014,26,8613,CRI,68.35
Mujeres,Costa Rica,Urbana,45 a 59 años,2014,26,8613,CRI,54.97
Mujeres,Costa Rica,Urbana,60 años y más,2014,26,8613,CRI,13.43
Ambos sexos,Costa Rica,Rural,Total (15 años y más),2014,26,8613,CRI,55.66
Ambos sexos,Costa Rica,Rural,15 a 24 años,2014,26,8613,CRI,41.72
Ambos sexos,Costa Rica,Rural,25 a 34 años,2014,26,8613,CRI,71.52
Ambos sexos,Costa Rica,Rural,35 a 44 años,2014,26,8613,CRI,70.24
Ambos sexos,Costa Rica,Rural,45 a 59 años,2014,26,8613,CRI,65.73
Ambos sexos,Costa Rica,Rural,60 años y más,2014,26,8613,CRI,26.68
Hombres,Costa Rica,Rural,Total (15 años y más),2014,26,8613,CRI,74.84
Hombres,Costa Rica,Rural,15 a 24 años,2014,26,8613,CRI,54.17
Hombres,Costa Rica,Rural,25 a 34 años,2014,26,8613,CRI,94.48
Hombres,Costa Rica,Rural,35 a 44 años,2014,26,8613,CRI,94.52
Hombres,Costa Rica,Rural,45 a 59 años,2014,26,8613,CRI,91.24
Hombres,Costa Rica,Rural,60 años y más,2014,26,8613,CRI,42.68
Mujeres,Costa Rica,Rural,Total (15 años y más),2014,26,8613,CRI,35.87
Mujeres,Costa Rica,Rural,15 a 24 años,2014,26,8613,CRI,27.29
Mujeres,Costa Rica,Rural,25 a 34 años,2014,26,8613,CRI,49.61
Mujeres,Costa Rica,Rural,35 a 44 años,2014,26,8613,CRI,47.6
Mujeres,Costa Rica,Rural,45 a 59 años,2014,26,8613,CRI,40.47
Mujeres,Costa Rica,Rural,60 años y más,2014,26,8613,CRI,8.74
Ambos sexos,Costa Rica,Nacional,Total (15 años y más),2015,26,8613,CRI,60.15
Ambos sexos,Costa Rica,Nacional,15 a 24 años,2015,26,8613,CRI,42.62
Ambos sexos,Costa Rica,Nacional,25 a 34 años,2015,26,8613,CRI,80.07
Ambos sexos,Costa Rica,Nacional,35 a 44 años,2015,26,8613,CRI,79.23
Ambos sexos,Costa Rica,Nacional,45 a 59 años,2015,26,8613,CRI,70.43
Ambos sexos,Costa Rica,Nacional,60 años y más,2015,26,8613,CRI,26.16
Hombres,Costa Rica,Nacional,Total (15 años y más),2015,26,8613,CRI,74.73
Hombres,Costa Rica,Nacional,15 a 24 años,2015,26,8613,CRI,51.5
Hombres,Costa Rica,Nacional,25 a 34 años,2015,26,8613,CRI,94.65
Hombres,Costa Rica,Nacional,35 a 44 años,2015,26,8613,CRI,95.26
Hombres,Costa Rica,Nacional,45 a 59 años,2015,26,8613,CRI,91.11
Hombres,Costa Rica,Nacional,60 años y más,2015,26,8613,CRI,39.69
Mujeres,Costa Rica,Nacional,Total (15 años y más),2015,26,8613,CRI,46.6
Mujeres,Costa Rica,Nacional,15 a 24 años,2015,26,8613,CRI,33.63
Mujeres,Costa Rica,Nacional,25 a 34 años,2015,26,8613,CRI,66.13
Mujeres,Costa Rica,Nacional,35 a 44 años,2015,26,8613,CRI,64.9
Mujeres,Costa Rica,Nacional,45 a 59 años,2015,26,8613,CRI,52.05
Mujeres,Costa Rica,Nacional,60 años y más,2015,26,8613,CRI,14.24
Ambos sexos,Costa Rica,Urbana,Total (15 años y más),2015,26,8613,CRI,61.32
Ambos sexos,Costa Rica,Urbana,15 a 24 años,2015,26,8613,CRI,42.52
Ambos sexos,Costa Rica,Urbana,25 a 34 años,2015,26,8613,CRI,82.64
Ambos sexos,Costa Rica,Urbana,35 a 44 años,2015,26,8613,CRI,81.75
Ambos sexos,Costa Rica,Urbana,45 a 59 años,2015,26,8613,CRI,72.11
Ambos sexos,Costa Rica,Urbana,60 años y más,2015,26,8613,CRI,25.32
Hombres,Costa Rica,Urbana,Total (15 años y más),2015,26,8613,CRI,74.52
Hombres,Costa Rica,Urbana,15 a 24 años,2015,26,8613,CRI,49.93
Hombres,Costa Rica,Urbana,25 a 34 años,2015,26,8613,CRI,94.64
Hombres,Costa Rica,Urbana,35 a 44 años,2015,26,8613,CRI,95.21
Hombres,Costa Rica,Urbana,45 a 59 años,2015,26,8613,CRI,91
Hombres,Costa Rica,Urbana,60 años y más,2015,26,8613,CRI,38.72
Mujeres,Costa Rica,Urbana,Total (15 años y más),2015,26,8613,CRI,49.45
Mujeres,Costa Rica,Urbana,15 a 24 años,2015,26,8613,CRI,35.11
Mujeres,Costa Rica,Urbana,25 a 34 años,2015,26,8613,CRI,71.07
Mujeres,Costa Rica,Urbana,35 a 44 años,2015,26,8613,CRI,69.84
Mujeres,Costa Rica,Urbana,45 a 59 años,2015,26,8613,CRI,55.94
Mujeres,Costa Rica,Urbana,60 años y más,2015,26,8613,CRI,14.84
Ambos sexos,Costa Rica,Rural,Total (15 años y más),2015,26,8613,CRI,56.89
Ambos sexos,Costa Rica,Rural,15 a 24 años,2015,26,8613,CRI,42.87
Ambos sexos,Costa Rica,Rural,25 a 34 años,2015,26,8613,CRI,72.61
Ambos sexos,Costa Rica,Rural,35 a 44 años,2015,26,8613,CRI,72.19
Ambos sexos,Costa Rica,Rural,45 a 59 años,2015,26,8613,CRI,65.88
Ambos sexos,Costa Rica,Rural,60 años y más,2015,26,8613,CRI,28.73
Hombres,Costa Rica,Rural,Total (15 años y más),2015,26,8613,CRI,75.27
Hombres,Costa Rica,Rural,15 a 24 años,2015,26,8613,CRI,55.44
Hombres,Costa Rica,Rural,25 a 34 años,2015,26,8613,CRI,94.68
Hombres,Costa Rica,Rural,35 a 44 años,2015,26,8613,CRI,95.38
Hombres,Costa Rica,Rural,45 a 59 años,2015,26,8613,CRI,91.38
Hombres,Costa Rica,Rural,60 años y más,2015,26,8613,CRI,42.01
Mujeres,Costa Rica,Rural,Total (15 años y más),2015,26,8613,CRI,38.21
Mujeres,Costa Rica,Rural,15 a 24 años,2015,26,8613,CRI,29.76
Mujeres,Costa Rica,Rural,25 a 34 años,2015,26,8613,CRI,51.97
Mujeres,Costa Rica,Rural,35 a 44 años,2015,26,8613,CRI,50.83
Mujeres,Costa Rica,Rural,45 a 59 años,2015,26,8613,CRI,40.73
Mujeres,Costa Rica,Rural,60 años y más,2015,26,8613,CRI,11.95
Ambos sexos,Costa Rica,Nacional,Total (15 años y más),2016,26,8613,CRI,60.59
Ambos sexos,Costa Rica,Nacional,15 a 24 años,2016,26,8613,CRI,44.38
Ambos sexos,Costa Rica,Nacional,25 a 34 años,2016,26,8613,CRI,79.15
Ambos sexos,Costa Rica,Nacional,35 a 44 años,2016,26,8613,CRI,80.6
Ambos sexos,Costa Rica,Nacional,45 a 59 años,2016,26,8613,CRI,71.73
Ambos sexos,Costa Rica,Nacional,60 años y más,2016,26,8613,CRI,26.61
Hombres,Costa Rica,Nacional,Total (15 años y más),2016,26,8613,CRI,75.06
Hombres,Costa Rica,Nacional,15 a 24 años,2016,26,8613,CRI,53.12
Hombres,Costa Rica,Nacional,25 a 34 años,2016,26,8613,CRI,94.78
Hombres,Costa Rica,Nacional,35 a 44 años,2016,26,8613,CRI,95.57
Hombres,Costa Rica,Nacional,45 a 59 años,2016,26,8613,CRI,91.74
Hombres,Costa Rica,Nacional,60 años y más,2016,26,8613,CRI,39.36
Mujeres,Costa Rica,Nacional,Total (15 años y más),2016,26,8613,CRI,47.32
Mujeres,Costa Rica,Nacional,15 a 24 años,2016,26,8613,CRI,35.69
Mujeres,Costa Rica,Nacional,25 a 34 años,2016,26,8613,CRI,64.76
Mujeres,Costa Rica,Nacional,35 a 44 años,2016,26,8613,CRI,67.16
Mujeres,Costa Rica,Nacional,45 a 59 años,2016,26,8613,CRI,53.52
Mujeres,Costa Rica,Nacional,60 años y más,2016,26,8613,CRI,15.77
Ambos sexos,Costa Rica,Urbana,Total (15 años y más),2016,26,8613,CRI,61.91
Ambos sexos,Costa Rica,Urbana,15 a 24 años,2016,26,8613,CRI,45.13
Ambos sexos,Costa Rica,Urbana,25 a 34 años,2016,26,8613,CRI,81.91
Ambos sexos,Costa Rica,Urbana,35 a 44 años,2016,26,8613,CRI,83.15
Ambos sexos,Costa Rica,Urbana,45 a 59 años,2016,26,8613,CRI,73.27
Ambos sexos,Costa Rica,Urbana,60 años y más,2016,26,8613,CRI,26.14
Hombres,Costa Rica,Urbana,Total (15 años y más),2016,26,8613,CRI,74.8
Hombres,Costa Rica,Urbana,15 a 24 años,2016,26,8613,CRI,51.5
Hombres,Costa Rica,Urbana,25 a 34 años,2016,26,8613,CRI,94.84
Hombres,Costa Rica,Urbana,35 a 44 años,2016,26,8613,CRI,95.63
Hombres,Costa Rica,Urbana,45 a 59 años,2016,26,8613,CRI,91.73
Hombres,Costa Rica,Urbana,60 años y más,2016,26,8613,CRI,38.5
Mujeres,Costa Rica,Urbana,Total (15 años y más),2016,26,8613,CRI,50.42
Mujeres,Costa Rica,Urbana,15 a 24 años,2016,26,8613,CRI,38.91
Mujeres,Costa Rica,Urbana,25 a 34 años,2016,26,8613,CRI,69.51
Mujeres,Costa Rica,Urbana,35 a 44 años,2016,26,8613,CRI,72.1
Mujeres,Costa Rica,Urbana,45 a 59 años,2016,26,8613,CRI,57.36
Mujeres,Costa Rica,Urbana,60 años y más,2016,26,8613,CRI,16.55
Ambos sexos,Costa Rica,Rural,Total (15 años y más),2016,26,8613,CRI,56.85
Ambos sexos,Costa Rica,Rural,15 a 24 años,2016,26,8613,CRI,42.45
Ambos sexos,Costa Rica,Rural,25 a 34 años,2016,26,8613,CRI,71.24
Ambos sexos,Costa Rica,Rural,35 a 44 años,2016,26,8613,CRI,73.32
Ambos sexos,Costa Rica,Rural,45 a 59 años,2016,26,8613,CRI,67.51
Ambos sexos,Costa Rica,Rural,60 años y más,2016,26,8613,CRI,28.08
Hombres,Costa Rica,Rural,Total (15 años y más),2016,26,8613,CRI,75.73
Hombres,Costa Rica,Rural,15 a 24 años,2016,26,8613,CRI,57.18
Hombres,Costa Rica,Rural,25 a 34 años,2016,26,8613,CRI,94.59
Hombres,Costa Rica,Rural,35 a 44 años,2016,26,8613,CRI,95.4
Hombres,Costa Rica,Rural,45 a 59 años,2016,26,8613,CRI,91.75
Hombres,Costa Rica,Rural,60 años y más,2016,26,8613,CRI,41.6
Mujeres,Costa Rica,Rural,Total (15 años y más),2016,26,8613,CRI,38.12
Mujeres,Costa Rica,Rural,15 a 24 años,2016,26,8613,CRI,27.01
Mujeres,Costa Rica,Rural,25 a 34 años,2016,26,8613,CRI,52.1
Mujeres,Costa Rica,Rural,35 a 44 años,2016,26,8613,CRI,52.77
Mujeres,Costa Rica,Rural,45 a 59 años,2016,26,8613,CRI,41.86
Mujeres,Costa Rica,Rural,60 años y más,2016,26,8613,CRI,12.8
Ambos sexos,Costa Rica,Nacional,Total (15 años y más),2017,26,8613,CRI,58.41
Ambos sexos,Costa Rica,Nacional,15 a 24 años,2017,26,8613,CRI,41.61
Ambos sexos,Costa Rica,Nacional,25 a 34 años,2017,26,8613,CRI,78.16
Ambos sexos,Costa Rica,Nacional,35 a 44 años,2017,26,8613,CRI,79.16
Ambos sexos,Costa Rica,Nacional,45 a 59 años,2017,26,8613,CRI,70.36
Ambos sexos,Costa Rica,Nacional,60 años y más,2017,26,8613,CRI,25.5
Hombres,Costa Rica,Nacional,Total (15 años y más),2017,26,8613,CRI,73.14
Hombres,Costa Rica,Nacional,15 a 24 años,2017,26,8613,CRI,51.04
Hombres,Costa Rica,Nacional,25 a 34 años,2017,26,8613,CRI,93.33
Hombres,Costa Rica,Nacional,35 a 44 años,2017,26,8613,CRI,95.31
Hombres,Costa Rica,Nacional,45 a 59 años,2017,26,8613,CRI,90.68
Hombres,Costa Rica,Nacional,60 años y más,2017,26,8613,CRI,39.12
Mujeres,Costa Rica,Nacional,Total (15 años y más),2017,26,8613,CRI,44.86
Mujeres,Costa Rica,Nacional,15 a 24 años,2017,26,8613,CRI,31.83
Mujeres,Costa Rica,Nacional,25 a 34 años,2017,26,8613,CRI,64.17
Mujeres,Costa Rica,Nacional,35 a 44 años,2017,26,8613,CRI,64.57
Mujeres,Costa Rica,Nacional,45 a 59 años,2017,26,8613,CRI,52.6
Mujeres,Costa Rica,Nacional,60 años y más,2017,26,8613,CRI,13.69
Ambos sexos,Costa Rica,Urbana,Total (15 años y más),2017,26,8613,CRI,59.87
Ambos sexos,Costa Rica,Urbana,15 a 24 años,2017,26,8613,CRI,42.14
Ambos sexos,Costa Rica,Urbana,25 a 34 años,2017,26,8613,CRI,81.23
Ambos sexos,Costa Rica,Urbana,35 a 44 años,2017,26,8613,CRI,81.74
Ambos sexos,Costa Rica,Urbana,45 a 59 años,2017,26,8613,CRI,72.63
Ambos sexos,Costa Rica,Urbana,60 años y más,2017,26,8613,CRI,25.35
Hombres,Costa Rica,Urbana,Total (15 años y más),2017,26,8613,CRI,73.26
Hombres,Costa Rica,Urbana,15 a 24 años,2017,26,8613,CRI,50.41
Hombres,Costa Rica,Urbana,25 a 34 años,2017,26,8613,CRI,93.29
Hombres,Costa Rica,Urbana,35 a 44 años,2017,26,8613,CRI,95.78
Hombres,Costa Rica,Urbana,45 a 59 años,2017,26,8613,CRI,91.33
Hombres,Costa Rica,Urbana,60 años y más,2017,26,8613,CRI,38.91
Mujeres,Costa Rica,Urbana,Total (15 años y más),2017,26,8613,CRI,47.92
Mujeres,Costa Rica,Urbana,15 a 24 años,2017,26,8613,CRI,33.65
Mujeres,Costa Rica,Urbana,25 a 34 años,2017,26,8613,CRI,69.8
Mujeres,Costa Rica,Urbana,35 a 44 años,2017,26,8613,CRI,69.27
Mujeres,Costa Rica,Urbana,45 a 59 años,2017,26,8613,CRI,57.16
Mujeres,Costa Rica,Urbana,60 años y más,2017,26,8613,CRI,14.61
Ambos sexos,Costa Rica,Rural,Total (15 años y más),2017,26,8613,CRI,54.36
Ambos sexos,Costa Rica,Rural,15 a 24 años,2017,26,8613,CRI,40.23
Ambos sexos,Costa Rica,Rural,25 a 34 años,2017,26,8613,CRI,69.54
Ambos sexos,Costa Rica,Rural,35 a 44 años,2017,26,8613,CRI,71.77
Ambos sexos,Costa Rica,Rural,45 a 59 años,2017,26,8613,CRI,64.53
Ambos sexos,Costa Rica,Rural,60 años y más,2017,26,8613,CRI,25.98
Hombres,Costa Rica,Rural,Total (15 años y más),2017,26,8613,CRI,72.84
Hombres,Costa Rica,Rural,15 a 24 años,2017,26,8613,CRI,52.69
Hombres,Costa Rica,Rural,25 a 34 años,2017,26,8613,CRI,93.45
Hombres,Costa Rica,Rural,35 a 44 años,2017,26,8613,CRI,94.02
Hombres,Costa Rica,Rural,45 a 59 años,2017,26,8613,CRI,89.17
Hombres,Costa Rica,Rural,60 años y más,2017,26,8613,CRI,39.66
Mujeres,Costa Rica,Rural,Total (15 años y más),2017,26,8613,CRI,35.87
Mujeres,Costa Rica,Rural,15 a 24 años,2017,26,8613,CRI,26.95
Mujeres,Costa Rica,Rural,25 a 34 años,2017,26,8613,CRI,49.16
Mujeres,Costa Rica,Rural,35 a 44 años,2017,26,8613,CRI,50.71
Mujeres,Costa Rica,Rural,45 a 59 años,2017,26,8613,CRI,39.69
Mujeres,Costa Rica,Rural,60 años y más,2017,26,8613,CRI,10.23
Ambos sexos,Costa Rica,Nacional,Total (15 años y más),2018,26,8613,CRI,58.36
Ambos sexos,Costa Rica,Nacional,15 a 24 años,2018,26,8613,CRI,40.87
Ambos sexos,Costa Rica,Nacional,25 a 34 años,2018,26,8613,CRI,78.66
Ambos sexos,Costa Rica,Nacional,35 a 44 años,2018,26,8613,CRI,79.51
Ambos sexos,Costa Rica,Nacional,45 a 59 años,2018,26,8613,CRI,70.37
Ambos sexos,Costa Rica,Nacional,60 años y más,2018,26,8613,CRI,25.5
Hombres,Costa Rica,Nacional,Total (15 años y más),2018,26,8613,CRI,72.7
Hombres,Costa Rica,Nacional,15 a 24 años,2018,26,8613,CRI,49.94
Hombres,Costa Rica,Nacional,25 a 34 años,2018,26,8613,CRI,92.59
Hombres,Costa Rica,Nacional,35 a 44 años,2018,26,8613,CRI,95.39
Hombres,Costa Rica,Nacional,45 a 59 años,2018,26,8613,CRI,89.65
Hombres,Costa Rica,Nacional,60 años y más,2018,26,8613,CRI,39.95
Mujeres,Costa Rica,Nacional,Total (15 años y más),2018,26,8613,CRI,45.17
Mujeres,Costa Rica,Nacional,15 a 24 años,2018,26,8613,CRI,31.16
Mujeres,Costa Rica,Nacional,25 a 34 años,2018,26,8613,CRI,65.62
Mujeres,Costa Rica,Nacional,35 a 44 años,2018,26,8613,CRI,65.74
Mujeres,Costa Rica,Nacional,45 a 59 años,2018,26,8613,CRI,53.22
Mujeres,Costa Rica,Nacional,60 años y más,2018,26,8613,CRI,13.39
Ambos sexos,Costa Rica,Urbana,Total (15 años y más),2018,26,8613,CRI,59.75
Ambos sexos,Costa Rica,Urbana,15 a 24 años,2018,26,8613,CRI,41.78
Ambos sexos,Costa Rica,Urbana,25 a 34 años,2018,26,8613,CRI,81.63
Ambos sexos,Costa Rica,Urbana,35 a 44 años,2018,26,8613,CRI,82.01
Ambos sexos,Costa Rica,Urbana,45 a 59 años,2018,26,8613,CRI,72.33
Ambos sexos,Costa Rica,Urbana,60 años y más,2018,26,8613,CRI,24.73
Hombres,Costa Rica,Urbana,Total (15 años y más),2018,26,8613,CRI,72.4
Hombres,Costa Rica,Urbana,15 a 24 años,2018,26,8613,CRI,49.64
Hombres,Costa Rica,Urbana,25 a 34 años,2018,26,8613,CRI,92.13
Hombres,Costa Rica,Urbana,35 a 44 años,2018,26,8613,CRI,95.72
Hombres,Costa Rica,Urbana,45 a 59 años,2018,26,8613,CRI,89.4
Hombres,Costa Rica,Urbana,60 años y más,2018,26,8613,CRI,38.03
Mujeres,Costa Rica,Urbana,Total (15 años y más),2018,26,8613,CRI,48.48
Mujeres,Costa Rica,Urbana,15 a 24 años,2018,26,8613,CRI,33.49
Mujeres,Costa Rica,Urbana,25 a 34 años,2018,26,8613,CRI,71.58
Mujeres,Costa Rica,Urbana,35 a 44 años,2018,26,8613,CRI,70.33
