Sexo,País,Ocupados baja productividad,Años,id_fuente,ids_notas,iso3,valor
Ambos sexos,Colombia,D. Trabajadores independientes no calificados: Total,2014,26,8611,COL,38.8
Mujeres,Panamá,Total ocupados baja productividad,2003,26,10359,PAN,38.8
Ambos sexos,Uruguay,Total ocupados baja productividad,2009,26,,URY,38.8
Ambos sexos,Argentina,Total ocupados baja productividad,2010,26,337,ARG,38.7
Mujeres,Argentina,Total ocupados baja productividad,2013,26,337,ARG,38.7
Ambos sexos,Brasil,Total ocupados baja productividad,2015,26,8608,BRA,38.7
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2018,26,8611,COL,38.7
Ambos sexos,Costa Rica,Total ocupados baja productividad,2004,26,8612,CRI,38.7
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2001,26,8647,PER,38.7
Hombres,República Dominicana,D. Trabajadores independientes no calificados: Total,2007,26,8618,DOM,38.7
Hombres,Brasil,Total ocupados baja productividad,2004,26,8608,BRA,38.6
Ambos sexos,Costa Rica,Total ocupados baja productividad,2000,26,8612,CRI,38.6
Mujeres,Ecuador,D. Trabajadores independientes no calificados: Total,2006,26,,ECU,38.6
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2019,26,8649,PER,38.6
Hombres,Argentina,Total ocupados baja productividad,2007,26,337,ARG,38.5
Ambos sexos,Argentina,Total ocupados baja productividad,2016,26,337,ARG,38.5
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2014,26,,BOL,38.5
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2012,26,8611,COL,38.5
Mujeres,Colombia,D. Trabajadores independientes no calificados: Total,2016,26,8611,COL,38.5
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2012,26,355,HND,38.5
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2018,26,8649,PER,38.5
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2010,26,,VEN,38.5
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,,BOL,38.4
Hombres,Brasil,Total ocupados baja productividad,2005,26,8608,BRA,38.4
Hombres,Brasil,Total ocupados baja productividad,2016,26,8609,BRA,38.4
Mujeres,El Salvador,D. Trabajadores independientes no calificados: Total,2014,26,,SLV,38.4
Ambos sexos,Panamá,Total ocupados baja productividad,2003,26,10359,PAN,38.4
Mujeres,Uruguay,Total ocupados baja productividad,2012,26,,URY,38.4
Ambos sexos,Argentina,Total ocupados baja productividad,2013,26,337,ARG,38.3
Hombres,Argentina,Total ocupados baja productividad,2014,26,337,ARG,38.3
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2000,26,,BOL,38.3
Mujeres,Colombia,D. Trabajadores independientes no calificados: Total,2002,26,"8610,6442",COL,38.3
Mujeres,Colombia,D. Trabajadores independientes no calificados: Total,2004,26,"8610,6442",COL,38.3
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2013,26,8611,COL,38.3
Ambos sexos,Colombia,D. Trabajadores independientes no calificados: Total,2016,26,8611,COL,38.3
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2017,26,8611,COL,38.3
Ambos sexos,Colombia,D. Trabajadores independientes no calificados: Total,2018,26,8611,COL,38.3
Ambos sexos,Costa Rica,Total ocupados baja productividad,2017,26,8613,CRI,38.3
Mujeres,Ecuador,D. Trabajadores independientes no calificados: Total,2010,26,,ECU,38.3
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2019,26,,ECU,38.3
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2006,26,8649,PER,38.3
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2011,26,,VEN,38.3
Hombres,Argentina,Total ocupados baja productividad,2012,26,337,ARG,38.2
Hombres,Argentina,Total ocupados baja productividad,2016,26,337,ARG,38.2
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2008,26,,BOL,38.2
Ambos sexos,Colombia,D. Trabajadores independientes no calificados: Total,2015,26,8611,COL,38.2
Ambos sexos,Colombia,D. Trabajadores independientes no calificados: Total,2017,26,8611,COL,38.2
Mujeres,Colombia,D. Trabajadores independientes no calificados: Total,2017,26,8611,COL,38.2
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2003,26,8648,PER,38.2
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2004,26,8649,PER,38.2
Hombres,Argentina,Total ocupados baja productividad,2013,26,337,ARG,38.1
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2016,26,8611,COL,38.1
Ambos sexos,Costa Rica,Total ocupados baja productividad,2015,26,8613,CRI,38.1
Ambos sexos,Panamá,Total ocupados baja productividad,2002,26,10359,PAN,38.1
Hombres,Panamá,Total ocupados baja productividad,2003,26,10359,PAN,38.1
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2000,26,,VEN,38.1
Mujeres,Chile,Total ocupados baja productividad,2003,26,,CHL,38
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2014,26,8611,COL,38
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2011,26,8649,PER,38
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2017,26,8649,PER,38
Ambos sexos,Uruguay,Total ocupados baja productividad,2010,26,,URY,38
Ambos sexos,Brasil,Total ocupados baja productividad,2014,26,8608,BRA,37.9
Hombres,República Dominicana,D. Trabajadores independientes no calificados: Total,2005,26,8618,DOM,37.9
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2004,26,,VEN,37.9
Ambos sexos,Argentina,Total ocupados baja productividad,2011,26,337,ARG,37.8
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,,BOL,37.8
Mujeres,Colombia,D. Trabajadores independientes no calificados: Total,2018,26,8611,COL,37.8
Ambos sexos,Costa Rica,Total ocupados baja productividad,2014,26,8613,CRI,37.8
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2002,26,8647,PER,37.8
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2010,26,8649,PER,37.8
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2003,26,,VEN,37.8
Ambos sexos,Brasil,Total ocupados baja productividad,2013,26,8608,BRA,37.7
Hombres,Costa Rica,Total ocupados baja productividad,2001,26,8612,CRI,37.7
Mujeres,Ecuador,D. Trabajadores independientes no calificados: Total,2013,26,,ECU,37.7
Mujeres,Guatemala,D. Trabajadores independientes no calificados: Total,2000,26,,GTM,37.7
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2005,26,8649,PER,37.7
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2008,26,8649,PER,37.7
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2015,26,8611,COL,37.6
Ambos sexos,Costa Rica,Total ocupados baja productividad,2007,26,8612,CRI,37.6
Mujeres,Panamá,Total ocupados baja productividad,2019,26,10360,PAN,37.6
Hombres,República Dominicana,D. Trabajadores independientes no calificados: Total,2002,26,8618,DOM,37.6
Hombres,República Dominicana,D. Trabajadores independientes no calificados: Total,2003,26,8618,DOM,37.6
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2002,26,,VEN,37.6
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2011,26,,BOL,37.5
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2016,26,,BOL,37.5
Mujeres,Colombia,D. Trabajadores independientes no calificados: Total,2019,26,8611,COL,37.5
Ambos sexos,Costa Rica,Total ocupados baja productividad,2018,26,8613,CRI,37.5
Hombres,Panamá,Total ocupados baja productividad,2002,26,10359,PAN,37.5
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2007,26,8649,PER,37.5
Hombres,Uruguay,Total ocupados baja productividad,2001,26,,URY,37.5
Mujeres,Uruguay,Total ocupados baja productividad,2013,26,,URY,37.5
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2004,26,,VEN,37.5
Ambos sexos,Colombia,D. Trabajadores independientes no calificados: Total,2019,26,8611,COL,37.4
Mujeres,Panamá,Total ocupados baja productividad,2007,26,10359,PAN,37.4
Hombres,Uruguay,Total ocupados baja productividad,2005,26,,URY,37.4
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2015,26,,BOL,37.3
Ambos sexos,Brasil,Total ocupados baja productividad,2012,26,8608,BRA,37.3
Mujeres,Chile,Total ocupados baja productividad,2006,26,,CHL,37.3
Mujeres,Honduras,D. Trabajadores independientes no calificados: Total,2001,26,355,HND,37.3
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2010,26,355,HND,37.3
Ambos sexos,Panamá,Total ocupados baja productividad,2005,26,10359,PAN,37.3
Ambos sexos,Panamá,Total ocupados baja productividad,2006,26,10359,PAN,37.3
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2016,26,8649,PER,37.3
Hombres,Uruguay,Total ocupados baja productividad,2004,26,,URY,37.3
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2004,26,,VEN,37.3
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2010,26,,VEN,37.3
Hombres,Argentina,Total ocupados baja productividad,2008,26,337,ARG,37.2
Hombres,Argentina,Total ocupados baja productividad,2010,26,337,ARG,37.2
Hombres,Brasil,Total ocupados baja productividad,2006,26,8608,BRA,37.2
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2005,26,"8610,6442",COL,37.2
Hombres,Colombia,D. Trabajadores independientes no calificados: Total,2019,26,8611,COL,37.2
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2018,26,,ECU,37.2
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2015,26,8615,HND,37.2
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2009,26,8649,PER,37.2
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2014,26,8649,PER,37.2
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2012,26,,VEN,37.2
Mujeres,Uruguay,Total ocupados baja productividad,2015,26,,URY,37.1
Ambos sexos,Colombia,D. Trabajadores independientes no calificados: Total,2005,26,"8610,6442",COL,37
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2011,26,8618,DOM,37
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2011,26,,VEN,37
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2006,26,,BOL,36.9
Hombres,Costa Rica,Total ocupados baja productividad,2000,26,8612,CRI,36.9
Hombres,Costa Rica,Total ocupados baja productividad,2002,26,8612,CRI,36.9
Ambos sexos,Costa Rica,Total ocupados baja productividad,2019,26,8613,CRI,36.9
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2014,26,,VEN,36.9
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2012,26,,BOL,36.8
Mujeres,Colombia,D. Trabajadores independientes no calificados: Total,2005,26,"8610,6442",COL,36.8
Ambos sexos,Costa Rica,Total ocupados baja productividad,2008,26,8612,CRI,36.8
Ambos sexos,Panamá,Total ocupados baja productividad,2004,26,10359,PAN,36.8
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2012,26,8649,PER,36.8
Mujeres,Uruguay,Total ocupados baja productividad,2016,26,,URY,36.8
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2000,26,,VEN,36.8
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2009,26,,VEN,36.8
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,,BOL,36.7
Hombres,Brasil,Total ocupados baja productividad,2007,26,8608,BRA,36.7
Mujeres,Ecuador,D. Trabajadores independientes no calificados: Total,2003,26,,ECU,36.7
Mujeres,Ecuador,D. Trabajadores independientes no calificados: Total,2005,26,,ECU,36.7
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2016,26,,ECU,36.7
Hombres,Guatemala,B. Microempresa: Total asalariados,2000,26,,GTM,36.7
Mujeres,Uruguay,Total ocupados baja productividad,2014,26,,URY,36.7
Hombres,Costa Rica,Total ocupados baja productividad,2006,26,8612,CRI,36.6
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2005,26,355,HND,36.6
Mujeres,Panamá,Total ocupados baja productividad,2008,26,10359,PAN,36.6
Ambos sexos,Panamá,Total ocupados baja productividad,2019,26,10360,PAN,36.6
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2004,26,9572,PRY,36.6
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2015,26,8649,PER,36.6
Hombres,Uruguay,Total ocupados baja productividad,2007,26,,URY,36.6
Hombres,Argentina,Total ocupados baja productividad,2011,26,337,ARG,36.5
Hombres,Costa Rica,Total ocupados baja productividad,2004,26,8612,CRI,36.5
Hombres,Costa Rica,Total ocupados baja productividad,2005,26,8612,CRI,36.5
Hombres,República Dominicana,D. Trabajadores independientes no calificados: Total,2001,26,8618,DOM,36.5
Mujeres,Uruguay,Total ocupados baja productividad,2018,26,,URY,36.5
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2013,26,,VEN,36.5
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2013,26,,BOL,36.4
Hombres,Brasil,Total ocupados baja productividad,2015,26,8608,BRA,36.4
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2017,26,,ECU,36.4
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2018,26,8615,HND,36.4
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2010,26,8649,PER,36.4
Mujeres,Uruguay,Total ocupados baja productividad,2017,26,,URY,36.4
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2009,26,,VEN,36.4
Hombres,Brasil,Total ocupados baja productividad,2009,26,8608,BRA,36.3
Mujeres,Honduras,Total ocupados baja productividad,2009,26,355,HND,36.3
Ambos sexos,Perú,D. Trabajadores independientes no calificados: Total,2013,26,8649,PER,36.3
Mujeres,Uruguay,Total ocupados baja productividad,2019,26,,URY,36.3
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2005,26,,VEN,36.3
Mujeres,Chile,Total ocupados baja productividad,2009,26,,CHL,36.2
Ambos sexos,Costa Rica,Total ocupados baja productividad,2011,26,8613,CRI,36.2
Ambos sexos,Costa Rica,Total ocupados baja productividad,2013,26,8613,CRI,36.2
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2010,26,8618,DOM,36.2
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,,BOL,36.1
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,,BOL,36.1
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,,BOL,36.1
Mujeres,Panamá,Total ocupados baja productividad,2018,26,10360,PAN,36.1
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,8649,PER,36.1
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,8649,PER,36.1
Ambos sexos,Costa Rica,Total ocupados baja productividad,2009,26,8612,CRI,36
Ambos sexos,Costa Rica,Total ocupados baja productividad,2012,26,8613,CRI,36
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2002,26,8647,PER,36
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,8649,PER,36
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,8649,PER,36
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2000,26,,VEN,36
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2002,26,,VEN,36
Hombres,Brasil,Total ocupados baja productividad,2011,26,8608,BRA,35.9
Hombres,Costa Rica,Total ocupados baja productividad,2003,26,8612,CRI,35.9
Hombres,Panamá,Total ocupados baja productividad,2005,26,10359,PAN,35.9
Hombres,Panamá,Total ocupados baja productividad,2019,26,10360,PAN,35.9
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2012,26,8618,DOM,35.8
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2009,26,,BOL,35.7
Ambos sexos,Costa Rica,Total ocupados baja productividad,2010,26,8613,CRI,35.7
Mujeres,Honduras,D. Trabajadores independientes no calificados: Total,2004,26,355,HND,35.7
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2011,26,355,HND,35.7
Hombres,Panamá,Total ocupados baja productividad,2001,26,10359,PAN,35.7
Mujeres,Panamá,Total ocupados baja productividad,2009,26,10359,PAN,35.7
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2017,26,8619,DOM,35.7
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2008,26,,VEN,35.7
Hombres,Uruguay,Total ocupados baja productividad,2000,26,,URY,35.6
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2001,26,,VEN,35.6
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2009,26,,VEN,35.6
Ambos sexos,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2007,26,,BOL,35.5
Hombres,Brasil,Total ocupados baja productividad,2008,26,8608,BRA,35.5
Hombres,Brasil,Total ocupados baja productividad,2014,26,8608,BRA,35.5
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2011,26,,ECU,35.5
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2002,26,9572,PRY,35.5
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,8649,PER,35.5
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2012,26,,VEN,35.5
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2014,26,8615,HND,35.4
Ambos sexos,Panamá,Total ocupados baja productividad,2001,26,10359,PAN,35.4
Hombres,Panamá,Total ocupados baja productividad,2004,26,10359,PAN,35.4
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,8649,PER,35.4
Hombres,República Dominicana,D. Trabajadores independientes no calificados: Total,2004,26,8618,DOM,35.4
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2006,26,,VEN,35.4
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2008,26,,VEN,35.4
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,,SLV,35.3
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2010,26,,VEN,35.3
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,,BOL,35.2
Mujeres,Chile,Total ocupados baja productividad,2011,26,,CHL,35.2
Ambos sexos,Panamá,Total ocupados baja productividad,2018,26,10360,PAN,35.2
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,8649,PER,35.2
Hombres,República Dominicana,D. Trabajadores independientes no calificados: Total,2000,26,8618,DOM,35.2
Hombres,Uruguay,Total ocupados baja productividad,2008,26,,URY,35.2
Ambos sexos,Uruguay,Total ocupados baja productividad,2017,26,,URY,35.2
Ambos sexos,Uruguay,Total ocupados baja productividad,2018,26,,URY,35.2
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2018,26,8619,DOM,35.1
Ambos sexos,Uruguay,Total ocupados baja productividad,2012,26,,URY,35.1
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2012,26,355,HND,35
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2003,26,9572,PRY,35
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,8649,PER,35
Ambos sexos,Uruguay,Total ocupados baja productividad,2015,26,,URY,35
Ambos sexos,Uruguay,Total ocupados baja productividad,2016,26,,URY,35
Ambos sexos,Uruguay,Total ocupados baja productividad,2019,26,,URY,35
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2005,26,,VEN,35
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2006,26,,VEN,35
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2011,26,,VEN,35
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2014,26,,VEN,35
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,,BOL,34.9
Hombres,Brasil,Total ocupados baja productividad,2013,26,8608,BRA,34.9
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,,SLV,34.9
Mujeres,Panamá,Total ocupados baja productividad,2001,26,10359,PAN,34.9
Hombres,Panamá,Total ocupados baja productividad,2006,26,10359,PAN,34.9
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,8649,PER,34.9
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2008,26,8618,DOM,34.9
Hombres,Uruguay,Total ocupados baja productividad,2009,26,,URY,34.9
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2007,26,,VEN,34.9
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2008,26,,VEN,34.9
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,,BOL,34.8
Hombres,Ecuador,D. Trabajadores independientes no calificados: Total,2019,26,,ECU,34.8
Mujeres,Panamá,Total ocupados baja productividad,2000,26,10359,PAN,34.8
Ambos sexos,Uruguay,Total ocupados baja productividad,2011,26,,URY,34.8
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,BOL,34.7
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,8611,COL,34.7
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,,ECU,34.7
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,,ECU,34.7
Mujeres,Panamá,Total ocupados baja productividad,2017,26,10360,PAN,34.7
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,8649,PER,34.7
Ambos sexos,Uruguay,Total ocupados baja productividad,2013,26,,URY,34.7
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2006,26,,VEN,34.7
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2002,26,,BOL,34.6
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2019,26,8615,HND,34.6
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,,BOL,34.5
Hombres,Costa Rica,Total ocupados baja productividad,2007,26,8612,CRI,34.5
Hombres,Costa Rica,Total ocupados baja productividad,2017,26,8613,CRI,34.5
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,,ECU,34.5
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2013,26,355,HND,34.5
Hombres,Panamá,Total ocupados baja productividad,2018,26,10360,PAN,34.5
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,8649,PER,34.5
Ambos sexos,Uruguay,Total ocupados baja productividad,2014,26,,URY,34.5
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2013,26,,VEN,34.5
Hombres,Brasil,Total ocupados baja productividad,2012,26,8608,BRA,34.4
Hombres,Costa Rica,Total ocupados baja productividad,2016,26,8613,CRI,34.4
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2004,26,,SLV,34.4
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,,SLV,34.4
Ambos sexos,Panamá,Total ocupados baja productividad,2000,26,10359,PAN,34.4
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2003,26,8648,PER,34.4
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2009,26,8618,DOM,34.4
Ambos sexos,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2007,26,,VEN,34.4
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,,BOL,34.3
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,8611,COL,34.3
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,,ECU,34.3
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,,ECU,34.3
Ambos sexos,Panamá,Total ocupados baja productividad,2007,26,10359,PAN,34.3
Hombres,Uruguay,Total ocupados baja productividad,2017,26,,URY,34.3
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,8611,COL,34.2
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2016,26,8618,DOM,34.2
Mujeres,Chile,Total ocupados baja productividad,2013,26,,CHL,34.1
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2012,26,,ECU,34.1
Hombres,Panamá,Total ocupados baja productividad,2000,26,10359,PAN,34.1
Hombres,Uruguay,Total ocupados baja productividad,2010,26,,URY,34.1
Hombres,Uruguay,Total ocupados baja productividad,2018,26,,URY,34.1
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2005,26,,VEN,34.1
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,,SLV,34
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2013,26,8618,DOM,34
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2007,26,,VEN,34
Hombres,Costa Rica,Total ocupados baja productividad,2014,26,8613,CRI,33.9
Hombres,Costa Rica,Total ocupados baja productividad,2019,26,8613,CRI,33.9
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,,SLV,33.9
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2010,26,355,HND,33.9
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2010,26,8611,COL,33.8
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2014,26,,ECU,33.8
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,8649,PER,33.8
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2019,26,8619,DOM,33.8
Hombres,Uruguay,Total ocupados baja productividad,2019,26,,URY,33.8
Hombres,Costa Rica,Total ocupados baja productividad,2018,26,8613,CRI,33.7
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,,ECU,33.7
Mujeres,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8649,PER,33.7
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2014,26,8618,DOM,33.7
