País,Área geográfica,Años,id_fuente,ids_notas,iso3,valor
Paraguay,Nacional,2001,26,"9569,9572",PRY,23.2
Paraguay,Rural,2001,26,"9569,9572",PRY,19.7
Paraguay,Urbana,2001,26,"9569,9572",PRY,15.9
Paraguay,Nacional,2002,26,"6202,9572",PRY,22.2
Paraguay,Rural,2002,26,"6202,9572",PRY,24.7
Paraguay,Urbana,2002,26,"6202,9572",PRY,15.5
Paraguay,Nacional,2003,26,"6205,9572",PRY,20.8
Paraguay,Rural,2003,26,"6205,9572",PRY,21
Paraguay,Urbana,2003,26,"6205,9572",PRY,16.5
Paraguay,Nacional,2004,26,"9571,9572",PRY,18.1
Paraguay,Rural,2004,26,"9571,9572",PRY,17.9
Paraguay,Urbana,2004,26,"9571,9572",PRY,15
Paraguay,Nacional,2005,26,337,PRY,16.8
Paraguay,Rural,2005,26,337,PRY,15.6
Paraguay,Urbana,2005,26,337,PRY,14.7
Paraguay,Nacional,2006,26,,PRY,17.9
Paraguay,Rural,2006,26,,PRY,15.4
Paraguay,Urbana,2006,26,,PRY,14.2
Paraguay,Nacional,2007,26,,PRY,17.8
Paraguay,Rural,2007,26,,PRY,21.1
Paraguay,Urbana,2007,26,,PRY,13.3
Paraguay,Nacional,2008,26,,PRY,16.4
Paraguay,Rural,2008,26,,PRY,18.9
Paraguay,Urbana,2008,26,,PRY,11.9
Paraguay,Nacional,2009,26,,PRY,15.8
Paraguay,Rural,2009,26,,PRY,17.5
Paraguay,Urbana,2009,26,,PRY,10.9
Paraguay,Nacional,2010,26,,PRY,17.9
Paraguay,Rural,2010,26,,PRY,18.7
Paraguay,Urbana,2010,26,,PRY,12.3
Paraguay,Nacional,2011,26,,PRY,18.5
Paraguay,Rural,2011,26,,PRY,21.2
Paraguay,Urbana,2011,26,,PRY,13
Paraguay,Nacional,2012,26,,PRY,15.4
Paraguay,Rural,2012,26,,PRY,16.9
Paraguay,Urbana,2012,26,,PRY,10.2
Paraguay,Nacional,2013,26,,PRY,15.6
Paraguay,Rural,2013,26,,PRY,13.6
Paraguay,Urbana,2013,26,,PRY,12.7
Paraguay,Nacional,2014,26,,PRY,16.3
Paraguay,Rural,2014,26,,PRY,17.8
Paraguay,Urbana,2014,26,,PRY,12.5
Paraguay,Nacional,2015,26,,PRY,14.2
Paraguay,Rural,2015,26,,PRY,12.8
Paraguay,Urbana,2015,26,,PRY,10.8
Paraguay,Nacional,2016,26,,PRY,14.7
Paraguay,Rural,2016,26,,PRY,14.7
Paraguay,Urbana,2016,26,,PRY,11.1
Paraguay,Nacional,2017,26,,PRY,13.7
Paraguay,Rural,2017,26,,PRY,13.1
Paraguay,Urbana,2017,26,,PRY,11.1
Paraguay,Nacional,2018,26,,PRY,13
Paraguay,Rural,2018,26,,PRY,13.7
Paraguay,Urbana,2018,26,,PRY,10
Perú,Nacional,2000,26,8647,PER,16
Perú,Rural,2000,26,8647,PER,11
Perú,Urbana,2000,26,8647,PER,9.4
Perú,Nacional,2001,26,8647,PER,19.3
Perú,Rural,2001,26,8647,PER,12.1
Perú,Urbana,2001,26,8647,PER,13.4
Perú,Nacional,2002,26,8647,PER,21.6
Perú,Rural,2002,26,8647,PER,11.8
Perú,Urbana,2002,26,8647,PER,14.8
Perú,Nacional,2003,26,8648,PER,20
Perú,Rural,2003,26,8648,PER,8.2
Perú,Urbana,2003,26,8648,PER,15.5
Perú,Nacional,2004,26,8649,PER,17.7
Perú,Rural,2004,26,8649,PER,10.6
Perú,Urbana,2004,26,8649,PER,12.2
Perú,Nacional,2005,26,8649,PER,19.1
Perú,Rural,2005,26,8649,PER,11.3
Perú,Urbana,2005,26,8649,PER,13.7
Perú,Nacional,2006,26,8649,PER,19.1
Perú,Rural,2006,26,8649,PER,11.4
Perú,Urbana,2006,26,8649,PER,13
Perú,Nacional,2007,26,8649,PER,19.3
Perú,Rural,2007,26,8649,PER,11.6
Perú,Urbana,2007,26,8649,PER,12.5
Perú,Nacional,2008,26,8649,PER,17.3
Perú,Rural,2008,26,8649,PER,12.1
Perú,Urbana,2008,26,8649,PER,11.4
Perú,Nacional,2009,26,8649,PER,16.3
Perú,Rural,2009,26,8649,PER,10.6
Perú,Urbana,2009,26,8649,PER,11.3
Perú,Nacional,2010,26,8649,PER,14.3
Perú,Rural,2010,26,8649,PER,10
Perú,Urbana,2010,26,8649,PER,10.1
Perú,Nacional,2011,26,8649,PER,13.8
Perú,Rural,2011,26,8649,PER,11
Perú,Urbana,2011,26,8649,PER,9.7
Perú,Nacional,2012,26,8649,PER,13.4
Perú,Rural,2012,26,8649,PER,10.8
Perú,Urbana,2012,26,8649,PER,9.4
Perú,Nacional,2013,26,8649,PER,13
Perú,Rural,2013,26,8649,PER,9.9
Perú,Urbana,2013,26,8649,PER,9.5
Perú,Nacional,2014,26,8649,PER,12.3
Perú,Rural,2014,26,8649,PER,9.6
Perú,Urbana,2014,26,8649,PER,9
Perú,Nacional,2015,26,8649,PER,12.2
Perú,Rural,2015,26,8649,PER,9.3
Perú,Urbana,2015,26,8649,PER,9
Perú,Nacional,2016,26,8649,PER,12.6
Perú,Rural,2016,26,8649,PER,9
Perú,Urbana,2016,26,8649,PER,9.4
Perú,Nacional,2017,26,8649,PER,12.2
Perú,Rural,2017,26,8649,PER,8.7
Perú,Urbana,2017,26,8649,PER,9
Perú,Nacional,2018,26,8649,PER,11.4
Perú,Rural,2018,26,8649,PER,8.1
Perú,Urbana,2018,26,8649,PER,8.9
República Dominicana,Nacional,2000,26,8618,DOM,15.7
República Dominicana,Rural,2000,26,8618,DOM,11
República Dominicana,Urbana,2000,26,8618,DOM,15.1
República Dominicana,Nacional,2001,26,8618,DOM,13.4
República Dominicana,Rural,2001,26,8618,DOM,9.1
República Dominicana,Urbana,2001,26,8618,DOM,13.2
República Dominicana,Nacional,2002,26,8618,DOM,15.1
República Dominicana,Rural,2002,26,8618,DOM,11
República Dominicana,Urbana,2002,26,8618,DOM,14.2
República Dominicana,Nacional,2003,26,8618,DOM,14.3
República Dominicana,Rural,2003,26,8618,DOM,9.3
República Dominicana,Urbana,2003,26,8618,DOM,15.1
República Dominicana,Nacional,2004,26,8618,DOM,14
República Dominicana,Rural,2004,26,8618,DOM,8.5
República Dominicana,Urbana,2004,26,8618,DOM,15.1
República Dominicana,Nacional,2005,26,8618,DOM,15.5
República Dominicana,Rural,2005,26,8618,DOM,11.6
República Dominicana,Urbana,2005,26,8618,DOM,15.8
República Dominicana,Nacional,2006,26,8618,DOM,16
República Dominicana,Rural,2006,26,8618,DOM,12
República Dominicana,Urbana,2006,26,8618,DOM,15.9
República Dominicana,Nacional,2007,26,8618,DOM,14.2
República Dominicana,Rural,2007,26,8618,DOM,10.2
República Dominicana,Urbana,2007,26,8618,DOM,14.6
República Dominicana,Nacional,2008,26,8618,DOM,14.1
República Dominicana,Rural,2008,26,8618,DOM,9.3
República Dominicana,Urbana,2008,26,8618,DOM,14.2
República Dominicana,Nacional,2009,26,8618,DOM,13.9
República Dominicana,Rural,2009,26,8618,DOM,9.2
República Dominicana,Urbana,2009,26,8618,DOM,14.4
República Dominicana,Nacional,2010,26,8618,DOM,12.2
República Dominicana,Rural,2010,26,8618,DOM,9.1
República Dominicana,Urbana,2010,26,8618,DOM,12.3
República Dominicana,Nacional,2011,26,8618,DOM,12.8
República Dominicana,Rural,2011,26,8618,DOM,8.8
República Dominicana,Urbana,2011,26,8618,DOM,13.2
República Dominicana,Nacional,2012,26,8618,DOM,12.1
República Dominicana,Rural,2012,26,8618,DOM,8.3
República Dominicana,Urbana,2012,26,8618,DOM,12.5
República Dominicana,Nacional,2013,26,8618,DOM,12.3
República Dominicana,Rural,2013,26,8618,DOM,7.9
República Dominicana,Urbana,2013,26,8618,DOM,12.6
República Dominicana,Nacional,2014,26,8618,DOM,10.8
República Dominicana,Rural,2014,26,8618,DOM,8.6
República Dominicana,Urbana,2014,26,8618,DOM,10.7
República Dominicana,Nacional,2015,26,8618,DOM,10.7
República Dominicana,Rural,2015,26,8618,DOM,8.2
República Dominicana,Urbana,2015,26,8618,DOM,10.8
República Dominicana,Nacional,2016,26,8618,DOM,9.4
República Dominicana,Rural,2016,26,8618,DOM,7.6
República Dominicana,Urbana,2016,26,8618,DOM,9.5
República Dominicana,Nacional,2017,26,8619,DOM,10.4
República Dominicana,Rural,2017,26,8619,DOM,7.6
República Dominicana,Urbana,2017,26,8619,DOM,10.9
República Dominicana,Nacional,2018,26,8619,DOM,9.9
República Dominicana,Rural,2018,26,8619,DOM,6.6
República Dominicana,Urbana,2018,26,8619,DOM,10.5
Uruguay,Urbana,2000,26,,URY,9.8
Uruguay,Urbana,2001,26,,URY,11.7
Uruguay,Urbana,2002,26,,URY,12.7
Uruguay,Urbana,2003,26,,URY,12.5
Uruguay,Urbana,2004,26,,URY,12.5
Uruguay,Urbana,2005,26,,URY,11.6
Uruguay,Nacional,2007,26,,URY,11.1
Uruguay,Rural,2007,26,,URY,8.4
Uruguay,Urbana,2007,26,,URY,11.2
Uruguay,Nacional,2008,26,,URY,10
Uruguay,Rural,2008,26,,URY,7.5
Uruguay,Urbana,2008,26,,URY,10.1
Uruguay,Nacional,2009,26,,URY,9.7
Uruguay,Rural,2009,26,,URY,7.6
Uruguay,Urbana,2009,26,,URY,9.8
Uruguay,Nacional,2010,26,,URY,9.3
Uruguay,Rural,2010,26,,URY,7.7
Uruguay,Urbana,2010,26,,URY,9.3
Uruguay,Nacional,2011,26,,URY,8.3
Uruguay,Rural,2011,26,,URY,7
Uruguay,Urbana,2011,26,,URY,8.4
Uruguay,Nacional,2012,26,,URY,7.6
Uruguay,Rural,2012,26,,URY,5.9
Uruguay,Urbana,2012,26,,URY,7.7
Uruguay,Nacional,2013,26,,URY,7.7
Uruguay,Rural,2013,26,,URY,5.8
Uruguay,Urbana,2013,26,,URY,7.8
Uruguay,Nacional,2014,26,,URY,7.5
Uruguay,Rural,2014,26,,URY,5.6
Uruguay,Urbana,2014,26,,URY,7.6
Uruguay,Nacional,2015,26,,URY,7.5
Uruguay,Rural,2015,26,,URY,5.8
Uruguay,Urbana,2015,26,,URY,7.6
Uruguay,Nacional,2016,26,,URY,7.4
Uruguay,Rural,2016,26,,URY,6
Uruguay,Urbana,2016,26,,URY,7.5
Uruguay,Nacional,2017,26,,URY,7.3
Uruguay,Rural,2017,26,,URY,5.2
Uruguay,Urbana,2017,26,,URY,7.3
Uruguay,Nacional,2018,26,,URY,7.3
Uruguay,Rural,2018,26,,URY,5
Uruguay,Urbana,2018,26,,URY,7.4
Venezuela (República Bolivariana de),Nacional,2000,26,,VEN,8.8
Venezuela (República Bolivariana de),Nacional,2001,26,,VEN,9.9
Venezuela (República Bolivariana de),Nacional,2002,26,,VEN,10.1
Venezuela (República Bolivariana de),Nacional,2003,26,,VEN,9.6
Venezuela (República Bolivariana de),Nacional,2004,26,,VEN,9.4
Venezuela (República Bolivariana de),Nacional,2005,26,,VEN,11.7
Venezuela (República Bolivariana de),Nacional,2006,26,,VEN,9.2
Venezuela (República Bolivariana de),Nacional,2007,26,,VEN,8.4
Venezuela (República Bolivariana de),Nacional,2008,26,,VEN,7.8
Venezuela (República Bolivariana de),Nacional,2009,26,,VEN,8
Venezuela (República Bolivariana de),Nacional,2010,26,,VEN,7.4
Venezuela (República Bolivariana de),Nacional,2011,26,,VEN,7.5
Venezuela (República Bolivariana de),Nacional,2012,26,,VEN,8.1
Venezuela (República Bolivariana de),Nacional,2013,26,,VEN,8.8
Venezuela (República Bolivariana de),Nacional,2014,26,,VEN,8
