Sexo,País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
Hombres,Colombia,Rural,10 a 12 años,2002,26,8610,COL,9
Mujeres,Colombia,Rural,10 a 12 años,2002,26,8610,COL,9.1
Ambos sexos,Colombia,Rural,13 años y más,2002,26,8610,COL,3.6
Hombres,Colombia,Rural,13 años y más,2002,26,8610,COL,3.4
Mujeres,Colombia,Rural,13 años y más,2002,26,8610,COL,3.9
Ambos sexos,Colombia,Rural,6 a 9 años,2002,26,8610,COL,11.3
Hombres,Colombia,Rural,6 a 9 años,2002,26,8610,COL,10.5
Mujeres,Colombia,Rural,6 a 9 años,2002,26,8610,COL,12.1
Ambos sexos,Colombia,Urbana,0 a 5 años,2002,26,8610,COL,33.7
Hombres,Colombia,Urbana,0 a 5 años,2002,26,8610,COL,32.9
Mujeres,Colombia,Urbana,0 a 5 años,2002,26,8610,COL,34.4
Ambos sexos,Colombia,Urbana,10 a 12 años,2002,26,8610,COL,28.5
Hombres,Colombia,Urbana,10 a 12 años,2002,26,8610,COL,28.5
Mujeres,Colombia,Urbana,10 a 12 años,2002,26,8610,COL,28.4
Ambos sexos,Colombia,Urbana,13 años y más,2002,26,8610,COL,18.6
Hombres,Colombia,Urbana,13 años y más,2002,26,8610,COL,19.5
Mujeres,Colombia,Urbana,13 años y más,2002,26,8610,COL,17.7
Ambos sexos,Colombia,Urbana,6 a 9 años,2002,26,8610,COL,19.3
Hombres,Colombia,Urbana,6 a 9 años,2002,26,8610,COL,19.1
Mujeres,Colombia,Urbana,6 a 9 años,2002,26,8610,COL,19.5
Ambos sexos,Colombia,Nacional,0 a 5 años,2003,26,8610,COL,42.9
Hombres,Colombia,Nacional,0 a 5 años,2003,26,8610,COL,43.5
Mujeres,Colombia,Nacional,0 a 5 años,2003,26,8610,COL,42.3
Ambos sexos,Colombia,Nacional,10 a 12 años,2003,26,8610,COL,23.8
Hombres,Colombia,Nacional,10 a 12 años,2003,26,8610,COL,23.1
Mujeres,Colombia,Nacional,10 a 12 años,2003,26,8610,COL,24.5
Ambos sexos,Colombia,Nacional,13 años y más,2003,26,8610,COL,16.1
Hombres,Colombia,Nacional,13 años y más,2003,26,8610,COL,16.7
Mujeres,Colombia,Nacional,13 años y más,2003,26,8610,COL,15.6
Ambos sexos,Colombia,Nacional,6 a 9 años,2003,26,8610,COL,17.2
Hombres,Colombia,Nacional,6 a 9 años,2003,26,8610,COL,16.8
Mujeres,Colombia,Nacional,6 a 9 años,2003,26,8610,COL,17.6
Ambos sexos,Colombia,Rural,0 a 5 años,2003,26,8610,COL,74.5
Hombres,Colombia,Rural,0 a 5 años,2003,26,8610,COL,75.9
Mujeres,Colombia,Rural,0 a 5 años,2003,26,8610,COL,73
Ambos sexos,Colombia,Rural,10 a 12 años,2003,26,8610,COL,9.9
Hombres,Colombia,Rural,10 a 12 años,2003,26,8610,COL,9.4
Mujeres,Colombia,Rural,10 a 12 años,2003,26,8610,COL,10.3
Ambos sexos,Colombia,Rural,13 años y más,2003,26,8610,COL,3.4
Hombres,Colombia,Rural,13 años y más,2003,26,8610,COL,3.1
Mujeres,Colombia,Rural,13 años y más,2003,26,8610,COL,3.7
Ambos sexos,Colombia,Rural,6 a 9 años,2003,26,8610,COL,12.2
Hombres,Colombia,Rural,6 a 9 años,2003,26,8610,COL,11.6
Mujeres,Colombia,Rural,6 a 9 años,2003,26,8610,COL,12.9
Ambos sexos,Colombia,Urbana,0 a 5 años,2003,26,8610,COL,33.4
Hombres,Colombia,Urbana,0 a 5 años,2003,26,8610,COL,32.8
Mujeres,Colombia,Urbana,0 a 5 años,2003,26,8610,COL,33.9
Ambos sexos,Colombia,Urbana,10 a 12 años,2003,26,8610,COL,28
Hombres,Colombia,Urbana,10 a 12 años,2003,26,8610,COL,27.6
Mujeres,Colombia,Urbana,10 a 12 años,2003,26,8610,COL,28.3
Ambos sexos,Colombia,Urbana,13 años y más,2003,26,8610,COL,19.9
Hombres,Colombia,Urbana,13 años y más,2003,26,8610,COL,21.2
Mujeres,Colombia,Urbana,13 años y más,2003,26,8610,COL,18.8
Ambos sexos,Colombia,Urbana,6 a 9 años,2003,26,8610,COL,18.7
Hombres,Colombia,Urbana,6 a 9 años,2003,26,8610,COL,18.5
Mujeres,Colombia,Urbana,6 a 9 años,2003,26,8610,COL,18.9
Ambos sexos,Colombia,Nacional,0 a 5 años,2004,26,8610,COL,41.9
Hombres,Colombia,Nacional,0 a 5 años,2004,26,8610,COL,42.7
Mujeres,Colombia,Nacional,0 a 5 años,2004,26,8610,COL,41.1
Ambos sexos,Colombia,Nacional,10 a 12 años,2004,26,8610,COL,24.8
Hombres,Colombia,Nacional,10 a 12 años,2004,26,8610,COL,24.1
Mujeres,Colombia,Nacional,10 a 12 años,2004,26,8610,COL,25.5
Ambos sexos,Colombia,Nacional,13 años y más,2004,26,8610,COL,16.6
Hombres,Colombia,Nacional,13 años y más,2004,26,8610,COL,17
Mujeres,Colombia,Nacional,13 años y más,2004,26,8610,COL,16.2
Ambos sexos,Colombia,Nacional,6 a 9 años,2004,26,8610,COL,16.7
Hombres,Colombia,Nacional,6 a 9 años,2004,26,8610,COL,16.2
Mujeres,Colombia,Nacional,6 a 9 años,2004,26,8610,COL,17.1
Ambos sexos,Colombia,Rural,0 a 5 años,2004,26,8610,COL,74.8
Hombres,Colombia,Rural,0 a 5 años,2004,26,8610,COL,75.3
Mujeres,Colombia,Rural,0 a 5 años,2004,26,8610,COL,74.2
Ambos sexos,Colombia,Rural,10 a 12 años,2004,26,8610,COL,10.5
Hombres,Colombia,Rural,10 a 12 años,2004,26,8610,COL,10.4
Mujeres,Colombia,Rural,10 a 12 años,2004,26,8610,COL,10.6
Ambos sexos,Colombia,Rural,13 años y más,2004,26,8610,COL,2.7
Hombres,Colombia,Rural,13 años y más,2004,26,8610,COL,2.7
Mujeres,Colombia,Rural,13 años y más,2004,26,8610,COL,2.8
Ambos sexos,Colombia,Rural,6 a 9 años,2004,26,8610,COL,12
Hombres,Colombia,Rural,6 a 9 años,2004,26,8610,COL,11.6
Mujeres,Colombia,Rural,6 a 9 años,2004,26,8610,COL,12.4
Ambos sexos,Colombia,Urbana,0 a 5 años,2004,26,8610,COL,32.3
Hombres,Colombia,Urbana,0 a 5 años,2004,26,8610,COL,31.9
Mujeres,Colombia,Urbana,0 a 5 años,2004,26,8610,COL,32.6
Ambos sexos,Colombia,Urbana,10 a 12 años,2004,26,8610,COL,29
Hombres,Colombia,Urbana,10 a 12 años,2004,26,8610,COL,28.6
Mujeres,Colombia,Urbana,10 a 12 años,2004,26,8610,COL,29.4
Ambos sexos,Colombia,Urbana,13 años y más,2004,26,8610,COL,20.7
Hombres,Colombia,Urbana,13 años y más,2004,26,8610,COL,21.7
Mujeres,Colombia,Urbana,13 años y más,2004,26,8610,COL,19.7
Ambos sexos,Colombia,Urbana,6 a 9 años,2004,26,8610,COL,18
Hombres,Colombia,Urbana,6 a 9 años,2004,26,8610,COL,17.7
Mujeres,Colombia,Urbana,6 a 9 años,2004,26,8610,COL,18.3
Ambos sexos,Colombia,Nacional,0 a 5 años,2005,26,8610,COL,41
Hombres,Colombia,Nacional,0 a 5 años,2005,26,8610,COL,42
Mujeres,Colombia,Nacional,0 a 5 años,2005,26,8610,COL,40.1
Ambos sexos,Colombia,Nacional,10 a 12 años,2005,26,8610,COL,24.9
Hombres,Colombia,Nacional,10 a 12 años,2005,26,8610,COL,24.1
Mujeres,Colombia,Nacional,10 a 12 años,2005,26,8610,COL,25.7
Ambos sexos,Colombia,Nacional,13 años y más,2005,26,8610,COL,17.1
Hombres,Colombia,Nacional,13 años y más,2005,26,8610,COL,17.4
Mujeres,Colombia,Nacional,13 años y más,2005,26,8610,COL,16.9
Ambos sexos,Colombia,Nacional,6 a 9 años,2005,26,8610,COL,16.9
Hombres,Colombia,Nacional,6 a 9 años,2005,26,8610,COL,16.5
Mujeres,Colombia,Nacional,6 a 9 años,2005,26,8610,COL,17.3
Ambos sexos,Colombia,Rural,0 a 5 años,2005,26,8610,COL,75.4
Hombres,Colombia,Rural,0 a 5 años,2005,26,8610,COL,76.5
Mujeres,Colombia,Rural,0 a 5 años,2005,26,8610,COL,74.2
Ambos sexos,Colombia,Rural,10 a 12 años,2005,26,8610,COL,10.3
Hombres,Colombia,Rural,10 a 12 años,2005,26,8610,COL,9.7
Mujeres,Colombia,Rural,10 a 12 años,2005,26,8610,COL,10.9
Ambos sexos,Colombia,Rural,13 años y más,2005,26,8610,COL,2.6
Hombres,Colombia,Rural,13 años y más,2005,26,8610,COL,2.5
Mujeres,Colombia,Rural,13 años y más,2005,26,8610,COL,2.8
Ambos sexos,Colombia,Rural,6 a 9 años,2005,26,8610,COL,11.7
Hombres,Colombia,Rural,6 a 9 años,2005,26,8610,COL,11.3
Mujeres,Colombia,Rural,6 a 9 años,2005,26,8610,COL,12.1
Ambos sexos,Colombia,Urbana,0 a 5 años,2005,26,8610,COL,31.1
Hombres,Colombia,Urbana,0 a 5 años,2005,26,8610,COL,30.8
Mujeres,Colombia,Urbana,0 a 5 años,2005,26,8610,COL,31.4
Ambos sexos,Colombia,Urbana,10 a 12 años,2005,26,8610,COL,29.1
Hombres,Colombia,Urbana,10 a 12 años,2005,26,8610,COL,28.8
Mujeres,Colombia,Urbana,10 a 12 años,2005,26,8610,COL,29.4
Ambos sexos,Colombia,Urbana,13 años y más,2005,26,8610,COL,21.3
Hombres,Colombia,Urbana,13 años y más,2005,26,8610,COL,22.2
Mujeres,Colombia,Urbana,13 años y más,2005,26,8610,COL,20.5
Ambos sexos,Colombia,Urbana,6 a 9 años,2005,26,8610,COL,18.4
Hombres,Colombia,Urbana,6 a 9 años,2005,26,8610,COL,18.1
Mujeres,Colombia,Urbana,6 a 9 años,2005,26,8610,COL,18.7
Ambos sexos,Colombia,Nacional,0 a 5 años,2008,26,8611,COL,38.4
Hombres,Colombia,Nacional,0 a 5 años,2008,26,8611,COL,39.4
Mujeres,Colombia,Nacional,0 a 5 años,2008,26,8611,COL,37.5
Ambos sexos,Colombia,Nacional,10 a 12 años,2008,26,8611,COL,25.5
Hombres,Colombia,Nacional,10 a 12 años,2008,26,8611,COL,25.1
Mujeres,Colombia,Nacional,10 a 12 años,2008,26,8611,COL,25.9
Ambos sexos,Colombia,Nacional,13 años y más,2008,26,8611,COL,19.9
Hombres,Colombia,Nacional,13 años y más,2008,26,8611,COL,19.5
Mujeres,Colombia,Nacional,13 años y más,2008,26,8611,COL,20.3
Ambos sexos,Colombia,Nacional,6 a 9 años,2008,26,8611,COL,16.1
Hombres,Colombia,Nacional,6 a 9 años,2008,26,8611,COL,16
Mujeres,Colombia,Nacional,6 a 9 años,2008,26,8611,COL,16.2
Ambos sexos,Colombia,Rural,0 a 5 años,2008,26,8611,COL,74.8
Hombres,Colombia,Rural,0 a 5 años,2008,26,8611,COL,76.3
Mujeres,Colombia,Rural,0 a 5 años,2008,26,8611,COL,73.1
Ambos sexos,Colombia,Rural,10 a 12 años,2008,26,8611,COL,10.7
Hombres,Colombia,Rural,10 a 12 años,2008,26,8611,COL,10
Mujeres,Colombia,Rural,10 a 12 años,2008,26,8611,COL,11.5
Ambos sexos,Colombia,Rural,13 años y más,2008,26,8611,COL,2.7
Hombres,Colombia,Rural,13 años y más,2008,26,8611,COL,2.4
Mujeres,Colombia,Rural,13 años y más,2008,26,8611,COL,3
Ambos sexos,Colombia,Rural,6 a 9 años,2008,26,8611,COL,11.8
Hombres,Colombia,Rural,6 a 9 años,2008,26,8611,COL,11.3
Mujeres,Colombia,Rural,6 a 9 años,2008,26,8611,COL,12.4
Ambos sexos,Colombia,Urbana,0 a 5 años,2008,26,8611,COL,28.6
Hombres,Colombia,Urbana,0 a 5 años,2008,26,8611,COL,28.1
Mujeres,Colombia,Urbana,0 a 5 años,2008,26,8611,COL,29.1
Ambos sexos,Colombia,Urbana,10 a 12 años,2008,26,8611,COL,29.6
Hombres,Colombia,Urbana,10 a 12 años,2008,26,8611,COL,29.8
Mujeres,Colombia,Urbana,10 a 12 años,2008,26,8611,COL,29.4
Ambos sexos,Colombia,Urbana,13 años y más,2008,26,8611,COL,24.6
Hombres,Colombia,Urbana,13 años y más,2008,26,8611,COL,24.8
Mujeres,Colombia,Urbana,13 años y más,2008,26,8611,COL,24.4
Ambos sexos,Colombia,Urbana,6 a 9 años,2008,26,8611,COL,17.3
Hombres,Colombia,Urbana,6 a 9 años,2008,26,8611,COL,17.4
Mujeres,Colombia,Urbana,6 a 9 años,2008,26,8611,COL,17.1
Ambos sexos,Colombia,Nacional,0 a 5 años,2009,26,8611,COL,38.8
Hombres,Colombia,Nacional,0 a 5 años,2009,26,8611,COL,40.2
Mujeres,Colombia,Nacional,0 a 5 años,2009,26,8611,COL,37.5
Ambos sexos,Colombia,Nacional,10 a 12 años,2009,26,8611,COL,26.1
Hombres,Colombia,Nacional,10 a 12 años,2009,26,8611,COL,25.6
Mujeres,Colombia,Nacional,10 a 12 años,2009,26,8611,COL,26.4
Ambos sexos,Colombia,Nacional,13 años y más,2009,26,8611,COL,19.1
Hombres,Colombia,Nacional,13 años y más,2009,26,8611,COL,18.3
Mujeres,Colombia,Nacional,13 años y más,2009,26,8611,COL,19.9
Ambos sexos,Colombia,Nacional,6 a 9 años,2009,26,8611,COL,16
Hombres,Colombia,Nacional,6 a 9 años,2009,26,8611,COL,15.8
Mujeres,Colombia,Nacional,6 a 9 años,2009,26,8611,COL,16.3
Ambos sexos,Colombia,Rural,0 a 5 años,2009,26,8611,COL,74.1
Hombres,Colombia,Rural,0 a 5 años,2009,26,8611,COL,75.3
Mujeres,Colombia,Rural,0 a 5 años,2009,26,8611,COL,72.6
Ambos sexos,Colombia,Rural,10 a 12 años,2009,26,8611,COL,11.4
Hombres,Colombia,Rural,10 a 12 años,2009,26,8611,COL,10.7
Mujeres,Colombia,Rural,10 a 12 años,2009,26,8611,COL,12.2
Ambos sexos,Colombia,Rural,13 años y más,2009,26,8611,COL,2.9
Hombres,Colombia,Rural,13 años y más,2009,26,8611,COL,2.8
Mujeres,Colombia,Rural,13 años y más,2009,26,8611,COL,2.9
Ambos sexos,Colombia,Rural,6 a 9 años,2009,26,8611,COL,11.7
Hombres,Colombia,Rural,6 a 9 años,2009,26,8611,COL,11.1
Mujeres,Colombia,Rural,6 a 9 años,2009,26,8611,COL,12.3
Ambos sexos,Colombia,Urbana,0 a 5 años,2009,26,8611,COL,29.5
Hombres,Colombia,Urbana,0 a 5 años,2009,26,8611,COL,29.6
Mujeres,Colombia,Urbana,0 a 5 años,2009,26,8611,COL,29.4
Ambos sexos,Colombia,Urbana,10 a 12 años,2009,26,8611,COL,29.9
Hombres,Colombia,Urbana,10 a 12 años,2009,26,8611,COL,30.1
Mujeres,Colombia,Urbana,10 a 12 años,2009,26,8611,COL,29.7
Ambos sexos,Colombia,Urbana,13 años y más,2009,26,8611,COL,23.4
Hombres,Colombia,Urbana,13 años y más,2009,26,8611,COL,23
Mujeres,Colombia,Urbana,13 años y más,2009,26,8611,COL,23.7
Ambos sexos,Colombia,Urbana,6 a 9 años,2009,26,8611,COL,17.2
Hombres,Colombia,Urbana,6 a 9 años,2009,26,8611,COL,17.2
Mujeres,Colombia,Urbana,6 a 9 años,2009,26,8611,COL,17.2
Ambos sexos,Colombia,Nacional,0 a 5 años,2010,26,8611,COL,37.6
Hombres,Colombia,Nacional,0 a 5 años,2010,26,8611,COL,39
Mujeres,Colombia,Nacional,0 a 5 años,2010,26,8611,COL,36.4
Ambos sexos,Colombia,Nacional,10 a 12 años,2010,26,8611,COL,26.5
Hombres,Colombia,Nacional,10 a 12 años,2010,26,8611,COL,26.2
Mujeres,Colombia,Nacional,10 a 12 años,2010,26,8611,COL,26.8
Ambos sexos,Colombia,Nacional,13 años y más,2010,26,8611,COL,20.2
Hombres,Colombia,Nacional,13 años y más,2010,26,8611,COL,19.3
Mujeres,Colombia,Nacional,13 años y más,2010,26,8611,COL,21
Ambos sexos,Colombia,Nacional,6 a 9 años,2010,26,8611,COL,15.7
Hombres,Colombia,Nacional,6 a 9 años,2010,26,8611,COL,15.6
Mujeres,Colombia,Nacional,6 a 9 años,2010,26,8611,COL,15.8
Ambos sexos,Colombia,Rural,0 a 5 años,2010,26,8611,COL,73.3
Hombres,Colombia,Rural,0 a 5 años,2010,26,8611,COL,74.9
Mujeres,Colombia,Rural,0 a 5 años,2010,26,8611,COL,71.4
Ambos sexos,Colombia,Rural,10 a 12 años,2010,26,8611,COL,11.5
Hombres,Colombia,Rural,10 a 12 años,2010,26,8611,COL,10.9
Mujeres,Colombia,Rural,10 a 12 años,2010,26,8611,COL,12.1
Ambos sexos,Colombia,Rural,13 años y más,2010,26,8611,COL,3.2
Hombres,Colombia,Rural,13 años y más,2010,26,8611,COL,2.6
Mujeres,Colombia,Rural,13 años y más,2010,26,8611,COL,3.8
Ambos sexos,Colombia,Rural,6 a 9 años,2010,26,8611,COL,12.1
Hombres,Colombia,Rural,6 a 9 años,2010,26,8611,COL,11.5
Mujeres,Colombia,Rural,6 a 9 años,2010,26,8611,COL,12.8
Ambos sexos,Colombia,Urbana,0 a 5 años,2010,26,8611,COL,28.3
Hombres,Colombia,Urbana,0 a 5 años,2010,26,8611,COL,28.2
Mujeres,Colombia,Urbana,0 a 5 años,2010,26,8611,COL,28.4
Ambos sexos,Colombia,Urbana,10 a 12 años,2010,26,8611,COL,30.4
Hombres,Colombia,Urbana,10 a 12 años,2010,26,8611,COL,30.7
Mujeres,Colombia,Urbana,10 a 12 años,2010,26,8611,COL,30.1
Ambos sexos,Colombia,Urbana,13 años y más,2010,26,8611,COL,24.6
Hombres,Colombia,Urbana,13 años y más,2010,26,8611,COL,24.3
Mujeres,Colombia,Urbana,13 años y más,2010,26,8611,COL,24.9
Ambos sexos,Colombia,Urbana,6 a 9 años,2010,26,8611,COL,16.6
Hombres,Colombia,Urbana,6 a 9 años,2010,26,8611,COL,16.8
Mujeres,Colombia,Urbana,6 a 9 años,2010,26,8611,COL,16.5
Ambos sexos,Colombia,Nacional,0 a 5 años,2011,26,8611,COL,36.6
Hombres,Colombia,Nacional,0 a 5 años,2011,26,8611,COL,37.9
Mujeres,Colombia,Nacional,0 a 5 años,2011,26,8611,COL,35.3
Ambos sexos,Colombia,Nacional,10 a 12 años,2011,26,8611,COL,27.2
Hombres,Colombia,Nacional,10 a 12 años,2011,26,8611,COL,27.2
Mujeres,Colombia,Nacional,10 a 12 años,2011,26,8611,COL,27.2
Ambos sexos,Colombia,Nacional,13 años y más,2011,26,8611,COL,20.7
Hombres,Colombia,Nacional,13 años y más,2011,26,8611,COL,19.6
Mujeres,Colombia,Nacional,13 años y más,2011,26,8611,COL,21.7
Ambos sexos,Colombia,Nacional,6 a 9 años,2011,26,8611,COL,15.5
Hombres,Colombia,Nacional,6 a 9 años,2011,26,8611,COL,15.3
Mujeres,Colombia,Nacional,6 a 9 años,2011,26,8611,COL,15.8
Ambos sexos,Colombia,Rural,0 a 5 años,2011,26,8611,COL,71.4
Hombres,Colombia,Rural,0 a 5 años,2011,26,8611,COL,72.7
Mujeres,Colombia,Rural,0 a 5 años,2011,26,8611,COL,70.1
Ambos sexos,Colombia,Rural,10 a 12 años,2011,26,8611,COL,12.6
Hombres,Colombia,Rural,10 a 12 años,2011,26,8611,COL,12.2
Mujeres,Colombia,Rural,10 a 12 años,2011,26,8611,COL,13.1
Ambos sexos,Colombia,Rural,13 años y más,2011,26,8611,COL,3.3
Hombres,Colombia,Rural,13 años y más,2011,26,8611,COL,2.9
Mujeres,Colombia,Rural,13 años y más,2011,26,8611,COL,3.8
Ambos sexos,Colombia,Rural,6 a 9 años,2011,26,8611,COL,12.6
Hombres,Colombia,Rural,6 a 9 años,2011,26,8611,COL,12.3
Mujeres,Colombia,Rural,6 a 9 años,2011,26,8611,COL,13
Ambos sexos,Colombia,Urbana,0 a 5 años,2011,26,8611,COL,27.3
Hombres,Colombia,Urbana,0 a 5 años,2011,26,8611,COL,27.5
Mujeres,Colombia,Urbana,0 a 5 años,2011,26,8611,COL,27.2
Ambos sexos,Colombia,Urbana,10 a 12 años,2011,26,8611,COL,31.1
Hombres,Colombia,Urbana,10 a 12 años,2011,26,8611,COL,31.7
Mujeres,Colombia,Urbana,10 a 12 años,2011,26,8611,COL,30.6
Ambos sexos,Colombia,Urbana,13 años y más,2011,26,8611,COL,25.3
Hombres,Colombia,Urbana,13 años y más,2011,26,8611,COL,24.6
Mujeres,Colombia,Urbana,13 años y más,2011,26,8611,COL,25.9
Ambos sexos,Colombia,Urbana,6 a 9 años,2011,26,8611,COL,16.3
Hombres,Colombia,Urbana,6 a 9 años,2011,26,8611,COL,16.1
Mujeres,Colombia,Urbana,6 a 9 años,2011,26,8611,COL,16.4
Ambos sexos,Colombia,Nacional,0 a 5 años,2012,26,8611,COL,35.4
Hombres,Colombia,Nacional,0 a 5 años,2012,26,8611,COL,36.8
Mujeres,Colombia,Nacional,0 a 5 años,2012,26,8611,COL,34.1
Ambos sexos,Colombia,Nacional,10 a 12 años,2012,26,8611,COL,28
Hombres,Colombia,Nacional,10 a 12 años,2012,26,8611,COL,28
Mujeres,Colombia,Nacional,10 a 12 años,2012,26,8611,COL,28
Ambos sexos,Colombia,Nacional,13 años y más,2012,26,8611,COL,21.3
Hombres,Colombia,Nacional,13 años y más,2012,26,8611,COL,20.1
Mujeres,Colombia,Nacional,13 años y más,2012,26,8611,COL,22.5
Ambos sexos,Colombia,Nacional,6 a 9 años,2012,26,8611,COL,15.3
Hombres,Colombia,Nacional,6 a 9 años,2012,26,8611,COL,15.2
Mujeres,Colombia,Nacional,6 a 9 años,2012,26,8611,COL,15.4
Ambos sexos,Colombia,Rural,0 a 5 años,2012,26,8611,COL,69.9
Hombres,Colombia,Rural,0 a 5 años,2012,26,8611,COL,72.1
Mujeres,Colombia,Rural,0 a 5 años,2012,26,8611,COL,67.5
Ambos sexos,Colombia,Rural,10 a 12 años,2012,26,8611,COL,13.6
Hombres,Colombia,Rural,10 a 12 años,2012,26,8611,COL,12.5
Mujeres,Colombia,Rural,10 a 12 años,2012,26,8611,COL,14.9
Ambos sexos,Colombia,Rural,13 años y más,2012,26,8611,COL,3.7
Hombres,Colombia,Rural,13 años y más,2012,26,8611,COL,3.3
Mujeres,Colombia,Rural,13 años y más,2012,26,8611,COL,4.1
Ambos sexos,Colombia,Rural,6 a 9 años,2012,26,8611,COL,12.8
Hombres,Colombia,Rural,6 a 9 años,2012,26,8611,COL,12.1
Mujeres,Colombia,Rural,6 a 9 años,2012,26,8611,COL,13.6
Ambos sexos,Colombia,Urbana,0 a 5 años,2012,26,8611,COL,26.4
Hombres,Colombia,Urbana,0 a 5 años,2012,26,8611,COL,26.4
Mujeres,Colombia,Urbana,0 a 5 años,2012,26,8611,COL,26.4
Ambos sexos,Colombia,Urbana,10 a 12 años,2012,26,8611,COL,31.7
Hombres,Colombia,Urbana,10 a 12 años,2012,26,8611,COL,32.5
Mujeres,Colombia,Urbana,10 a 12 años,2012,26,8611,COL,31.1
Ambos sexos,Colombia,Urbana,13 años y más,2012,26,8611,COL,25.9
Hombres,Colombia,Urbana,13 años y más,2012,26,8611,COL,25
Mujeres,Colombia,Urbana,13 años y más,2012,26,8611,COL,26.8
Ambos sexos,Colombia,Urbana,6 a 9 años,2012,26,8611,COL,15.9
Hombres,Colombia,Urbana,6 a 9 años,2012,26,8611,COL,16.1
Mujeres,Colombia,Urbana,6 a 9 años,2012,26,8611,COL,15.8
Ambos sexos,Colombia,Nacional,0 a 5 años,2013,26,8611,COL,33.7
Hombres,Colombia,Nacional,0 a 5 años,2013,26,8611,COL,35.4
Mujeres,Colombia,Nacional,0 a 5 años,2013,26,8611,COL,32.2
Ambos sexos,Colombia,Nacional,10 a 12 años,2013,26,8611,COL,28.5
Hombres,Colombia,Nacional,10 a 12 años,2013,26,8611,COL,28.3
Mujeres,Colombia,Nacional,10 a 12 años,2013,26,8611,COL,28.7
Ambos sexos,Colombia,Nacional,13 años y más,2013,26,8611,COL,22.8
Hombres,Colombia,Nacional,13 años y más,2013,26,8611,COL,21.4
Mujeres,Colombia,Nacional,13 años y más,2013,26,8611,COL,24.2
Ambos sexos,Colombia,Nacional,6 a 9 años,2013,26,8611,COL,14.9
Hombres,Colombia,Nacional,6 a 9 años,2013,26,8611,COL,14.9
Mujeres,Colombia,Nacional,6 a 9 años,2013,26,8611,COL,14.9
Ambos sexos,Colombia,Rural,0 a 5 años,2013,26,8611,COL,67.9
Hombres,Colombia,Rural,0 a 5 años,2013,26,8611,COL,70.4
Mujeres,Colombia,Rural,0 a 5 años,2013,26,8611,COL,65.1
Ambos sexos,Colombia,Rural,10 a 12 años,2013,26,8611,COL,14.9
Hombres,Colombia,Rural,10 a 12 años,2013,26,8611,COL,13.5
Mujeres,Colombia,Rural,10 a 12 años,2013,26,8611,COL,16.5
Ambos sexos,Colombia,Rural,13 años y más,2013,26,8611,COL,4.1
Hombres,Colombia,Rural,13 años y más,2013,26,8611,COL,3.6
Mujeres,Colombia,Rural,13 años y más,2013,26,8611,COL,4.7
Ambos sexos,Colombia,Rural,6 a 9 años,2013,26,8611,COL,13.1
Hombres,Colombia,Rural,6 a 9 años,2013,26,8611,COL,12.5
Mujeres,Colombia,Rural,6 a 9 años,2013,26,8611,COL,13.7
Ambos sexos,Colombia,Urbana,0 a 5 años,2013,26,8611,COL,24.8
Hombres,Colombia,Urbana,0 a 5 años,2013,26,8611,COL,25.1
Mujeres,Colombia,Urbana,0 a 5 años,2013,26,8611,COL,24.6
Ambos sexos,Colombia,Urbana,10 a 12 años,2013,26,8611,COL,32
Hombres,Colombia,Urbana,10 a 12 años,2013,26,8611,COL,32.7
Mujeres,Colombia,Urbana,10 a 12 años,2013,26,8611,COL,31.5
Ambos sexos,Colombia,Urbana,13 años y más,2013,26,8611,COL,27.7
Hombres,Colombia,Urbana,13 años y más,2013,26,8611,COL,26.6
Mujeres,Colombia,Urbana,13 años y más,2013,26,8611,COL,28.7
Ambos sexos,Colombia,Urbana,6 a 9 años,2013,26,8611,COL,15.4
Hombres,Colombia,Urbana,6 a 9 años,2013,26,8611,COL,15.7
Mujeres,Colombia,Urbana,6 a 9 años,2013,26,8611,COL,15.2
Ambos sexos,Colombia,Nacional,0 a 5 años,2014,26,8611,COL,32.5
Hombres,Colombia,Nacional,0 a 5 años,2014,26,8611,COL,34.1
Mujeres,Colombia,Nacional,0 a 5 años,2014,26,8611,COL,31
Ambos sexos,Colombia,Nacional,10 a 12 años,2014,26,8611,COL,29
Hombres,Colombia,Nacional,10 a 12 años,2014,26,8611,COL,28.9
Mujeres,Colombia,Nacional,10 a 12 años,2014,26,8611,COL,29
Ambos sexos,Colombia,Nacional,13 años y más,2014,26,8611,COL,23.8
Hombres,Colombia,Nacional,13 años y más,2014,26,8611,COL,22.2
Mujeres,Colombia,Nacional,13 años y más,2014,26,8611,COL,25.3
Ambos sexos,Colombia,Nacional,6 a 9 años,2014,26,8611,COL,14.8
Hombres,Colombia,Nacional,6 a 9 años,2014,26,8611,COL,14.9
Mujeres,Colombia,Nacional,6 a 9 años,2014,26,8611,COL,14.6
Ambos sexos,Colombia,Rural,0 a 5 años,2014,26,8611,COL,66
Hombres,Colombia,Rural,0 a 5 años,2014,26,8611,COL,68.8
Mujeres,Colombia,Rural,0 a 5 años,2014,26,8611,COL,62.9
Ambos sexos,Colombia,Rural,10 a 12 años,2014,26,8611,COL,16.2
Hombres,Colombia,Rural,10 a 12 años,2014,26,8611,COL,14.8
Mujeres,Colombia,Rural,10 a 12 años,2014,26,8611,COL,17.8
Ambos sexos,Colombia,Rural,13 años y más,2014,26,8611,COL,4.6
